symbol,side,entry_price,exit_price,sl_price,quantity,entry_time,exit_time,pnl_usdt,exit_reason,strategy_scores,giris,cikis,R,kol
XRP/USDT:USDT,long,0.5103075574999999,0.5005526386893074,0.5005646522409612,29440.628,2023-04-07T18:00:00+00:00,2023-04-09T16:00:00+00:00,-290.1669717754007,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 1.0, ""confidence"": 1.0, ""strategy"": ""squeeze"", ""atr"": 0.004467673879519374, ""slot"": ""XRP/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.5095, ""sl0"": 0.5005646522409612}",2023-04-07 18:00:00+00:00,2023-04-09 16:00:00+00:00,-1.0012330563968757,squeeze
DOGE/USDT:USDT,long,0.08383266449999999,0.08172024535493867,0.08172220668789919,177065.163,2023-04-08T06:00:00+00:00,2023-04-08T20:00:00+00:00,-376.9672055414612,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.8, ""confidence"": 0.8, ""strategy"": ""squeeze"", ""atr"": 0.0009888966560504043, ""slot"": ""DOGE/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.0837, ""sl0"": 0.08172220668789919}",2023-04-08 06:00:00+00:00,2023-04-08 20:00:00+00:00,-1.0009293400461594,squeeze
LTC/USDT:USDT,short,91.05,90.4521708,92.49821603820814,164.254,2023-04-08T07:00:00+00:00,2023-04-10T08:00:00+00:00,96.71012433054045,max_hold,"{""trend"": 0.0, ""mean_rev"": -0.6107080965897472, ""breakout"": 0.0, ""confidence"": 0.6107080965897472, ""strategy"": ""mean_rev"", ""atr"": 0.4827386794027169, ""slot"": ""LTC/USDT:USDT"", ""entry_fee_rate"": 0.0, ""intended_entry"": 91.05, ""sl0"": 92.49821603820814}",2023-04-08 07:00:00+00:00,2023-04-10 08:00:00+00:00,0.41280388024129144,mean_rev
XRP/USDT:USDT,short,0.5008049640000001,0.5065764944848703,0.5065643369407837,28749.222,2023-04-09T16:00:00+00:00,2023-04-09T21:00:00+00:00,-168.82315450816827,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.84, ""confidence"": 0.84, ""strategy"": ""squeeze"", ""atr"": 0.0024821684703918287, ""slot"": ""XRP/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.5016, ""sl0"": 0.5065643369407837}",2023-04-09 16:00:00+00:00,2023-04-09 21:00:00+00:00,-1.0021109145407958,squeeze
ETH/USDT:USDT,long,1869.08781605,1892.24458504,1835.9932587377318,7.496,2023-04-09T22:00:00+00:00,2023-04-11T23:00:00+00:00,170.76364558118328,max_hold,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.75, ""confidence"": 0.75, ""strategy"": ""sr_breakout"", ""atr"": 10.04558042075606, ""slot"": ""ETH/USDT:USDT"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 1866.13, ""sl0"": 1835.9932587377318}",2023-04-09 22:00:00+00:00,2023-04-11 23:00:00+00:00,0.6997153269494221,sr_breakout
BNB/USDT:USDT,long,314.54776925,321.050217799287,311.71659406690435,43.907,2023-04-10T17:00:00+00:00,2023-04-11T03:00:00+00:00,282.71228837180746,tp_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.75, ""confidence"": 0.75, ""strategy"": ""sr_breakout"", ""atr"": 0.7778019776985517, ""slot"": ""BNB/USDT:USDT"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 314.05, ""sl0"": 311.71659406690435}",2023-04-10 17:00:00+00:00,2023-04-11 03:00:00+00:00,2.2967312613192523,sr_breakout
XRP/USDT:USDT,long,0.5158162749999999,0.5069725471340812,0.5069847147672357,27816.844,2023-04-10T23:00:00+00:00,2023-04-12T04:00:00+00:00,-248.84967413573798,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.75, ""confidence"": 0.75, ""strategy"": ""sr_breakout"", ""atr"": 0.0026717617442547498, ""slot"": ""XRP/USDT:USDT"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.515, ""sl0"": 0.5069847147672357}",2023-04-10 23:00:00+00:00,2023-04-12 04:00:00+00:00,-1.0013777444566747,sr_breakout
TRX/USDT:USDT,short,0.063698877,0.06547909331662724,0.06547752185610269,200870.129,2023-04-12T02:00:00+00:00,2023-04-14T01:00:00+00:00,-360.18708072496435,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.75, ""confidence"": 0.75, ""strategy"": ""sr_breakout"", ""atr"": 0.0005591739520342321, ""slot"": ""TRX/USDT:USDT"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.0638, ""sl0"": 0.06547752185610269}",2023-04-12 02:00:00+00:00,2023-04-14 01:00:00+00:00,-1.0008835156266092,sr_breakout
LTC/USDT:USDT,long,97.5744107,94.92232048654283,94.92459867691107,128.586,2023-04-14T01:00:00+00:00,2023-04-14T17:00:00+00:00,-343.49691065523916,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.75, ""confidence"": 0.75, ""strategy"": ""sr_breakout"", ""atr"": 0.8318004410296423, ""slot"": ""LTC/USDT:USDT"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 97.42, ""sl0"": 94.92459867691107}",2023-04-14 01:00:00+00:00,2023-04-14 17:00:00+00:00,-1.0008597554650644,sr_breakout
XLM/USDT:USDT,long,0.10681904024999998,0.1063974464,0.10500007644253015,139471.999,2023-04-14T01:00:00+00:00,2023-04-16T02:00:00+00:00,-61.77430998688729,max_hold,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.75, ""confidence"": 0.75, ""strategy"": ""sr_breakout"", ""atr"": 0.0005499745191566158, ""slot"": ""XLM/USDT:USDT"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.10665, ""sl0"": 0.10500007644253015}",2023-04-14 01:00:00+00:00,2023-04-16 02:00:00+00:00,-0.23177693160724241,sr_breakout
