ts,coin,direction,entry,sl,tp,atr,qty
2026-08-19T20:00:00+00:00,ETH,SHORT,2218.06,2309.6192,2065.4613,30.5197,2.2977517542187353
2026-08-19T20:00:00+00:00,BNB,SHORT,625.6,635.1781,609.6365,3.1927,8.355065119212995
2026-08-19T20:00:00+00:00,XRP,SHORT,1.0987,1.1316,1.0439,0.011,4668.336851777407
2026-08-19T21:00:00+00:00,ETH,SHORT,2286.13,2396.96,2101.4133,36.9433,2.1828682961875874
2026-08-19T21:00:00+00:00,SOL,SHORT,86.62,89.7014,81.4843,1.0271,56.87410904886502
2026-08-19T21:00:00+00:00,BNB,SHORT,635.8,647.5868,616.1553,3.9289,8.156436841015415
2026-08-19T21:00:00+00:00,XRP,SHORT,1.1318,1.1702,1.0677,0.0128,4463.125936595276
2026-08-20T09:00:00+00:00,BTC,SHORT,71781.1,73753.6135,68493.5774,657.5045,0.06678267095098
2026-08-20T11:00:00+00:00,XRP,SHORT,1.1903,1.2415,1.105,0.0171,4170.847277763149
2026-08-20T14:00:00+00:00,XRP,SHORT,1.2272,1.2855,1.13,0.0194,3957.6091858322575
2026-08-20T15:00:00+00:00,BNB,SHORT,655.0,672.5066,625.8223,5.8355,7.84236121950276
2026-08-20T16:00:00+00:00,XRP,SHORT,1.3145,1.3866,1.1943,0.024,3606.2054518284544
2026-08-21T02:00:00+00:00,SOL,SHORT,89.24,92.1171,84.4448,0.959,54.211191375329605
2026-08-21T07:00:00+00:00,BTC,SHORT,76310.4,78558.826,72563.0234,749.4753,0.06194302219734366
2026-08-21T08:00:00+00:00,BTC,SHORT,79273.5,82063.517,74623.4717,930.0057,0.05873716114479258
2026-08-21T08:00:00+00:00,ETH,SHORT,2444.9,2536.422,2292.3633,30.5073,1.9912204091180519
2026-08-21T08:00:00+00:00,SOL,SHORT,93.28,96.8106,87.3957,1.1769,51.01668918880772
2026-08-21T08:00:00+00:00,BNB,SHORT,686.7,706.657,653.4384,6.6523,7.378853758651616
2026-08-21T08:00:00+00:00,XRP,SHORT,1.3994,1.489,1.2501,0.0299,3088.235179
2026-08-21T22:00:00+00:00,ETH,SHORT,2521.92,2629.6428,2342.3821,35.9076,1.8938834722150943
2026-08-22T02:00:00+00:00,BNB,SHORT,715.0,741.0225,671.6291,8.6742,6.982378887557167
2026-08-22T02:00:00+00:00,XRP,SHORT,1.5493,1.6753,1.3393,0.042,2129.113515
2026-08-22T04:00:00+00:00,SOL,SHORT,99.15,104.5807,90.0988,1.8102,47.07824822033428
2026-08-23T00:00:00+00:00,SOL,SHORT,96.38,101.7837,87.3738,1.8012,50.63263716853248
2026-08-24T11:00:00+00:00,BTC,SHORT,78429.3,80112.6778,75623.6704,561.1259,0.060401051500925805
2026-08-24T11:00:00+00:00,ETH,SHORT,2493.53,2574.3365,2358.8525,26.9355,1.9408121741684397
