kol,coin,giris,cikis,R,pnl,neden,anahtar
squeeze,DOGE,2024-01-05 11:00:00+00:00,2024-01-07 11:00:00+00:00,0.9637407656966234,5.127100873506037,sure,squeeze:DOGE
squeeze,XRP,2024-01-07 22:00:00+00:00,2024-01-08 00:00:00+00:00,-1.1053891319827633,-5.335835636827638,sl,squeeze:XRP
bb,LTC,2024-01-07 15:00:00+00:00,2024-01-08 01:00:00+00:00,-1.0832743166551964,-5.763019364605645,sl,bb:LTC
squeeze,XLM,2024-01-07 12:00:00+00:00,2024-01-08 02:00:00+00:00,2.39138029673635,11.20013132888324,tp,squeeze:XLM
squeeze,DOGE,2024-01-07 18:00:00+00:00,2024-01-08 02:00:00+00:00,2.406271048406183,12.801361977520893,tp,squeeze:DOGE
donchian,BCH,2024-01-03 12:00:00+00:00,2024-01-08 12:00:00+00:00,-0.18465915843458955,-0.9823867228720163,sure,donchian:BCH
donchian,ETH,2024-01-03 12:00:00+00:00,2024-01-08 12:00:00+00:00,-0.3116681665817657,-1.6580746462149938,sure,donchian:ETH
donchian,ADA,2024-01-08 00:00:00+00:00,2024-01-08 12:00:00+00:00,-1.0239547546407577,-5.447439294688831,sl,donchian:ADA
squeeze,DOGE,2024-01-10 03:00:00+00:00,2024-01-10 12:00:00+00:00,-1.0430209531756744,-5.548871470894588,sl,squeeze:DOGE
squeeze,DOGE,2024-01-10 14:00:00+00:00,2024-01-10 21:00:00+00:00,-1.0501824496881713,-5.586970632341071,sl,squeeze:DOGE
donchian,ETH,2024-01-10 08:00:00+00:00,2024-01-11 08:00:00+00:00,2.456549933490603,13.068845646170008,tp,donchian:ETH
donchian,ADA,2024-01-11 08:00:00+00:00,2024-01-12 16:00:00+00:00,-1.0227242403596863,-5.4408929587135315,sl,donchian:ADA
donchian,BCH,2024-01-11 08:00:00+00:00,2024-01-12 20:00:00+00:00,-1.0268696118197547,-5.462946334881095,sl,donchian:BCH
donchian,ETH,2024-01-11 08:00:00+00:00,2024-01-12 20:00:00+00:00,-1.035018399350722,-5.506297884545841,sl,donchian:ETH
squeeze,XRP,2024-01-12 17:00:00+00:00,2024-01-14 17:00:00+00:00,-0.2960538808306433,-1.5750066460190226,sure,squeeze:XRP
squeeze,DOGE,2024-01-14 08:00:00+00:00,2024-01-14 19:00:00+00:00,-1.0966046328183248,-5.774776794396831,sl,squeeze:DOGE
bb,LTC,2024-01-14 19:00:00+00:00,2024-01-16 14:00:00+00:00,-1.0709022647400135,-5.697200048416872,sl,bb:LTC
squeeze,XLM,2024-01-17 10:00:00+00:00,2024-01-17 17:00:00+00:00,-1.1740953598826116,-3.4308304503865474,sl,squeeze:XLM
squeeze,XRP,2024-01-17 09:00:00+00:00,2024-01-18 16:00:00+00:00,2.3446439948391404,7.677714260478796,tp,squeeze:XRP
squeeze,DOGE,2024-01-18 16:00:00+00:00,2024-01-19 16:00:00+00:00,2.38920071908946,10.969801661439451,tp,squeeze:DOGE
bb,LTC,2024-01-21 16:00:00+00:00,2024-01-22 00:00:00+00:00,1.5603325486752946,7.441634406436462,tp,bb:LTC
donchian,ADA,2024-01-18 08:00:00+00:00,2024-01-23 08:00:00+00:00,2.4583442292683286,13.078391299707508,tp,donchian:ADA
donchian,ETH,2024-01-22 08:00:00+00:00,2024-01-23 08:00:00+00:00,2.4290013033288016,12.922286933709225,tp,donchian:ETH
donchian,BCH,2024-01-18 16:00:00+00:00,2024-01-23 16:00:00+00:00,0.9684753682110105,5.152288958882576,sure,donchian:BCH
donchian,NEAR,2024-01-18 16:00:00+00:00,2024-01-23 16:00:00+00:00,1.8863869413671193,10.035578528073074,sure,donchian:NEAR
donchian,ICP,2024-01-19 00:00:00+00:00,2024-01-24 00:00:00+00:00,0.7256230747805529,3.8603147578325414,sure,donchian:ICP
donchian,SOL,2024-01-22 16:00:00+00:00,2024-01-24 20:00:00+00:00,-1.0261826312513762,-5.459291598257321,sl,donchian:SOL
donchian,ADA,2024-01-23 08:00:00+00:00,2024-01-25 08:00:00+00:00,-1.0329624150185692,-5.495360047898789,sl,donchian:ADA
donchian,BNB,2024-01-23 08:00:00+00:00,2024-01-27 00:00:00+00:00,-1.0480968767441192,-5.5758753842787145,sl,donchian:BNB
donchian,ETH,2024-01-23 08:00:00+00:00,2024-01-28 04:00:00+00:00,-1.0472542422468012,-5.571392568752982,sl,donchian:ETH
squeeze,DOGE,2024-01-27 23:00:00+00:00,2024-01-28 14:00:00+00:00,-1.161651961778176,-3.6557638259073353,sl,squeeze:DOGE
bb,LTC,2024-01-27 18:00:00+00:00,2024-01-29 18:00:00+00:00,-0.20677718966849812,-0.9276578237542024,sure,bb:LTC
donchian,SOL,2024-01-27 20:00:00+00:00,2024-01-30 08:00:00+00:00,2.4638257261174408,13.107552862944786,tp,donchian:SOL
donchian,ADA,2024-01-30 00:00:00+00:00,2024-01-31 00:00:00+00:00,-1.0446508337107678,-5.557542435341285,sl,donchian:ADA
donchian,NEAR,2024-01-30 08:00:00+00:00,2024-01-31 00:00:00+00:00,-1.0297660777291673,-5.47835553351917,sl,donchian:NEAR
donchian,SOL,2024-01-30 08:00:00+00:00,2024-01-31 00:00:00+00:00,-1.035240896735801,-5.507481570634462,sl,donchian:SOL
donchian,ICP,2024-01-26 12:00:00+00:00,2024-01-31 08:00:00+00:00,-1.0246071785250546,-5.45091018975329,sl,donchian:ICP
donchian,ETH,2024-01-30 16:00:00+00:00,2024-01-31 08:00:00+00:00,-1.0685878640336322,-5.684887436658923,sl,donchian:ETH
squeeze,DOGE,2024-01-31 00:00:00+00:00,2024-02-02 00:00:00+00:00,0.35275572722212223,1.8445841455023426,sure,squeeze:DOGE
squeeze,XRP,2024-02-01 00:00:00+00:00,2024-02-02 22:00:00+00:00,-1.0812739434401344,-5.752377379101516,sl,squeeze:XRP
squeeze,XLM,2024-02-03 11:00:00+00:00,2024-02-04 04:00:00+00:00,-1.1490716723455745,-3.9213451980259615,sl,squeeze:XLM
squeeze,DOGE,2024-02-04 06:00:00+00:00,2024-02-04 12:00:00+00:00,-1.2333000646240424,-2.6892859047721624,sl,squeeze:DOGE
bb,LTC,2024-02-03 15:00:00+00:00,2024-02-04 19:00:00+00:00,1.5354314748027942,5.936924320222109,tp,bb:LTC
squeeze,XLM,2024-02-05 02:00:00+00:00,2024-02-05 10:00:00+00:00,-1.1425492673459627,-4.077491149918851,sl,squeeze:XLM
donchian,ICP,2024-02-03 00:00:00+00:00,2024-02-05 12:00:00+00:00,-1.0273078424773658,-5.465277721979587,sl,donchian:ICP
bb,LTC,2024-02-04 19:00:00+00:00,2024-02-06 19:00:00+00:00,1.2190401504382173,4.800514940387481,sure,bb:LTC
squeeze,XLM,2024-02-07 07:00:00+00:00,2024-02-07 18:00:00+00:00,-1.1722161211968822,-3.462716742842656,sl,squeeze:XLM
donchian,ADA,2024-02-07 04:00:00+00:00,2024-02-07 20:00:00+00:00,-1.051251390331656,-5.592657396564411,sl,donchian:ADA
donchian,ETH,2024-02-06 16:00:00+00:00,2024-02-09 12:00:00+00:00,2.4256779764437524,12.904606834680763,tp,donchian:ETH
donchian,BNB,2024-02-08 00:00:00+00:00,2024-02-09 12:00:00+00:00,2.4043622847198614,12.789506730804058,tp,donchian:BNB
squeeze,XLM,2024-02-09 01:00:00+00:00,2024-02-10 03:00:00+00:00,2.304893407220139,6.009827150797838,tp,squeeze:XLM
donchian,NEAR,2024-02-10 00:00:00+00:00,2024-02-10 08:00:00+00:00,-1.038020950426251,-5.522271456267655,sl,donchian:NEAR
donchian,BCH,2024-02-08 12:00:00+00:00,2024-02-11 00:00:00+00:00,2.404484995715972,12.79186017720897,tp,donchian:BCH
squeeze,DOGE,2024-02-09 02:00:00+00:00,2024-02-11 02:00:00+00:00,0.47584137912912083,1.4302903389411494,sure,squeeze:DOGE
donchian,ICP,2024-02-10 16:00:00+00:00,2024-02-12 08:00:00+00:00,-1.0351758223397098,-5.507135374847256,sl,donchian:ICP
bb,LTC,2024-02-11 03:00:00+00:00,2024-02-12 09:00:00+00:00,1.5687682761016923,8.12437784443288,tp,bb:LTC
donchian,ETH,2024-02-11 00:00:00+00:00,2024-02-13 00:00:00+00:00,2.423709406993431,12.894134045205053,tp,donchian:ETH
donchian,ADA,2024-02-08 04:00:00+00:00,2024-02-13 04:00:00+00:00,1.5908005585366252,8.463058971414846,sure,donchian:ADA
donchian,SOL,2024-02-08 12:00:00+00:00,2024-02-13 12:00:00+00:00,1.2252598293235115,6.518382292001081,sure,donchian:SOL
donchian,BCH,2024-02-11 00:00:00+00:00,2024-02-14 08:00:00+00:00,2.4495772516326175,13.031750978685524,tp,donchian:BCH
donchian,ICP,2024-02-14 08:00:00+00:00,2024-02-15 04:00:00+00:00,-1.0341339823754832,-5.50159278623757,sl,donchian:ICP
donchian,BNB,2024-02-14 08:00:00+00:00,2024-02-15 12:00:00+00:00,2.420970926634891,12.879565329697622,tp,donchian:BNB
donchian,NEAR,2024-02-11 08:00:00+00:00,2024-02-16 08:00:00+00:00,1.1829818295630457,6.293463333275403,sure,donchian:NEAR
donchian,SOL,2024-02-14 08:00:00+00:00,2024-02-16 12:00:00+00:00,-1.0363389965520091,-5.513323461656689,sl,donchian:SOL
squeeze,XLM,2024-02-16 02:00:00+00:00,2024-02-16 14:00:00+00:00,-1.1109172653085986,-5.0952517105586175,sl,squeeze:XLM
donchian,BNB,2024-02-15 12:00:00+00:00,2024-02-17 12:00:00+00:00,-1.0559948149978098,-5.617892415788348,sl,donchian:BNB
donchian,ADA,2024-02-14 08:00:00+00:00,2024-02-18 08:00:00+00:00,2.4587546484426612,13.080574729714957,tp,donchian:ADA
squeeze,DOGE,2024-02-17 13:00:00+00:00,2024-02-18 17:00:00+00:00,-1.1023498245756462,-5.4791780721888275,sl,squeeze:DOGE
donchian,ETH,2024-02-14 08:00:00+00:00,2024-02-19 08:00:00+00:00,1.641077942669959,8.730534655004183,sure,donchian:ETH
bb,LTC,2024-02-17 13:00:00+00:00,2024-02-19 13:00:00+00:00,1.0247507349209715,5.451673909779569,sure,bb:LTC
donchian,ADA,2024-02-18 08:00:00+00:00,2024-02-20 12:00:00+00:00,-1.0384855526787515,-5.524743140250958,sl,donchian:ADA
donchian,NEAR,2024-02-18 12:00:00+00:00,2024-02-20 12:00:00+00:00,-1.030138586701401,-5.480337281251454,sl,donchian:NEAR
donchian,ICP,2024-02-19 04:00:00+00:00,2024-02-20 12:00:00+00:00,-1.0297352609483603,-5.478191588245277,sl,donchian:ICP
donchian,ETH,2024-02-19 16:00:00+00:00,2024-02-24 16:00:00+00:00,0.5348055028225728,2.8451652750160874,sure,donchian:ETH
squeeze,XRP,2024-02-23 02:00:00+00:00,2024-02-24 17:00:00+00:00,-1.1031116766358113,-5.44245332833296,sl,squeeze:XRP
squeeze,TRX,2024-02-24 01:00:00+00:00,2024-02-26 01:00:00+00:00,-0.1518056884468916,-0.3016480545666144,sure,squeeze:TRX
donchian,SOL,2024-02-21 08:00:00+00:00,2024-02-26 08:00:00+00:00,0.2735082720626436,1.4550640073732641,sure,donchian:SOL
donchian,BNB,2024-02-21 12:00:00+00:00,2024-02-26 12:00:00+00:00,1.9291979442818676,10.263333063579537,sure,donchian:BNB
bb,LTC,2024-02-24 14:00:00+00:00,2024-02-26 14:00:00+00:00,-0.24937570933562986,-1.1949856232294687,sure,bb:LTC
donchian,BCH,2024-02-26 16:00:00+00:00,2024-02-27 00:00:00+00:00,2.442451422759118,12.993841569078509,tp,donchian:BCH
donchian,ICP,2024-02-23 00:00:00+00:00,2024-02-28 00:00:00+00:00,-0.4315239814131667,-2.295707581118047,sure,donchian:ICP
donchian,ETH,2024-02-25 16:00:00+00:00,2024-02-28 08:00:00+00:00,2.4420398416514826,12.991651957585887,tp,donchian:ETH
donchian,NEAR,2024-02-24 16:00:00+00:00,2024-02-28 16:00:00+00:00,-1.0253112514955827,-5.454655857956499,sl,donchian:NEAR
donchian,BCH,2024-02-27 00:00:00+00:00,2024-02-28 16:00:00+00:00,-1.0388455965476082,-5.526658573633275,sl,donchian:BCH
donchian,BCH,2024-02-29 04:00:00+00:00,2024-02-29 20:00:00+00:00,-1.025698272046398,-5.456714807286837,sl,donchian:BCH
donchian,ETH,2024-02-29 08:00:00+00:00,2024-02-29 20:00:00+00:00,-1.0370819113986616,-5.5172757686408795,sl,donchian:ETH
squeeze,TRX,2024-03-01 23:00:00+00:00,2024-03-02 01:00:00+00:00,-1.3270380783596456,-2.064277804589673,sl,squeeze:TRX
bb,LTC,2024-03-02 00:00:00+00:00,2024-03-02 03:00:00+00:00,-1.0432627622419823,-5.550157895127346,sl,bb:LTC
donchian,BNB,2024-02-26 12:00:00+00:00,2024-03-02 12:00:00+00:00,0.8613336204749747,4.582294860926866,sure,donchian:BNB
donchian,BCH,2024-03-02 00:00:00+00:00,2024-03-02 20:00:00+00:00,2.4781069853107094,13.183529161852974,tp,donchian:BCH
squeeze,TRX,2024-03-02 10:00:00+00:00,2024-03-02 23:00:00+00:00,-1.2846313507719191,-2.2960368987782056,sl,squeeze:TRX
donchian,NEAR,2024-03-02 12:00:00+00:00,2024-03-03 04:00:00+00:00,-1.0227096024952778,-5.440815085274878,sl,donchian:NEAR
donchian,BCH,2024-03-02 20:00:00+00:00,2024-03-04 00:00:00+00:00,-1.0186762263848044,-5.419357524367159,sl,donchian:BCH
donchian,ADA,2024-02-29 04:00:00+00:00,2024-03-04 08:00:00+00:00,2.4733491122401565,13.158217277117632,tp,donchian:ADA
donchian,SOL,2024-02-28 20:00:00+00:00,2024-03-04 20:00:00+00:00,1.7566163919372342,9.345199205106086,sure,donchian:SOL
squeeze,XRP,2024-03-04 08:00:00+00:00,2024-03-05 05:00:00+00:00,-1.0613541487380889,-5.646404071286633,sl,squeeze:XRP
donchian,NEAR,2024-03-04 00:00:00+00:00,2024-03-05 16:00:00+00:00,-1.0197776670108616,-5.425217188497784,sl,donchian:NEAR
donchian,ETH,2024-03-04 12:00:00+00:00,2024-03-05 16:00:00+00:00,-1.0489208493849294,-5.580258918727824,sl,donchian:ETH
donchian,ICP,2024-03-05 04:00:00+00:00,2024-03-05 16:00:00+00:00,-1.0219031002270422,-5.436524493207865,sl,donchian:ICP
donchian,SOL,2024-03-05 12:00:00+00:00,2024-03-05 16:00:00+00:00,-1.0252120989647937,-5.454128366492703,sl,donchian:SOL
squeeze,TRX,2024-03-05 15:00:00+00:00,2024-03-05 19:00:00+00:00,2.2356122502115583,4.301681310495449,tp,squeeze:TRX
donchian,NEAR,2024-03-06 12:00:00+00:00,2024-03-09 04:00:00+00:00,2.485339752501668,13.222007483308872,tp,donchian:NEAR
donchian,BNB,2024-03-07 08:00:00+00:00,2024-03-10 04:00:00+00:00,2.466342868501179,13.120944060426272,tp,donchian:BNB
squeeze,TRX,2024-03-10 13:00:00+00:00,2024-03-10 22:00:00+00:00,2.1038732891446568,2.701895402885188,tp,squeeze:TRX
donchian,NEAR,2024-03-09 04:00:00+00:00,2024-03-11 00:00:00+00:00,-1.017183376752228,-5.411415564321853,sl,donchian:NEAR
bb,LTC,2024-03-09 16:00:00+00:00,2024-03-11 00:00:00+00:00,1.613858162686974,8.585725425494703,tp,bb:LTC
squeeze,XRP,2024-03-10 14:00:00+00:00,2024-03-11 07:00:00+00:00,-1.095533592482798,-5.828238712008486,sl,squeeze:XRP
donchian,ETH,2024-03-06 08:00:00+00:00,2024-03-11 08:00:00+00:00,0.5753107212954532,3.0606530372918117,sure,donchian:ETH
donchian,SOL,2024-03-07 12:00:00+00:00,2024-03-12 12:00:00+00:00,0.28609705537158886,1.5220363345768528,sure,donchian:SOL
donchian,ETH,2024-03-11 08:00:00+00:00,2024-03-12 16:00:00+00:00,-1.040959598054553,-5.537905061650222,sl,donchian:ETH
donchian,NEAR,2024-03-11 00:00:00+00:00,2024-03-13 00:00:00+00:00,2.482578853886053,13.207319502673803,tp,donchian:NEAR
donchian,BNB,2024-03-10 04:00:00+00:00,2024-03-13 04:00:00+00:00,2.459878572797268,13.086554007281466,tp,donchian:BNB
donchian,NEAR,2024-03-13 00:00:00+00:00,2024-03-13 12:00:00+00:00,-1.0183748399005181,-5.417754148270757,sl,donchian:NEAR
squeeze,XLM,2024-03-13 06:00:00+00:00,2024-03-13 13:00:00+00:00,-1.0686245199570052,-5.685082446171268,sl,squeeze:XLM
donchian,ADA,2024-03-14 08:00:00+00:00,2024-03-14 12:00:00+00:00,-1.0296689917146378,-5.477839035921873,sl,donchian:ADA
donchian,SOL,2024-03-13 12:00:00+00:00,2024-03-15 00:00:00+00:00,2.4740915446100256,13.162167017325336,tp,donchian:SOL
donchian,NEAR,2024-03-14 20:00:00+00:00,2024-03-15 00:00:00+00:00,-1.0172344247628065,-5.41168713973813,sl,donchian:NEAR
squeeze,XLM,2024-03-14 13:00:00+00:00,2024-03-15 03:00:00+00:00,2.4419708210049387,12.991284767746274,tp,squeeze:XLM
donchian,BNB,2024-03-13 04:00:00+00:00,2024-03-16 00:00:00+00:00,2.467786002773195,13.128621534753398,tp,donchian:BNB
squeeze,XRP,2024-03-14 19:00:00+00:00,2024-03-16 19:00:00+00:00,1.5316538012293452,8.148398222540116,sure,squeeze:XRP
squeeze,DOGE,2024-03-16 13:00:00+00:00,2024-03-17 17:00:00+00:00,-1.038233472009439,-5.523402071090216,sl,squeeze:DOGE
squeeze,XRP,2024-03-18 11:00:00+00:00,2024-03-18 22:00:00+00:00,-1.0760339866235449,-5.724500808837259,sl,squeeze:XRP
squeeze,XLM,2024-03-18 13:00:00+00:00,2024-03-18 23:00:00+00:00,-1.0661265178219688,-5.671793074812874,sl,squeeze:XLM
donchian,SOL,2024-03-16 04:00:00+00:00,2024-03-19 08:00:00+00:00,-1.0189345425680276,-5.420731766461907,sl,donchian:SOL
donchian,ICP,2024-03-15 00:00:00+00:00,2024-03-20 00:00:00+00:00,1.6525722128446767,8.79168417233368,sure,donchian:ICP
donchian,ETH,2024-03-19 04:00:00+00:00,2024-03-21 08:00:00+00:00,-1.0279592723788529,-5.468743329055497,sl,donchian:ETH
donchian,ADA,2024-03-16 16:00:00+00:00,2024-03-21 16:00:00+00:00,0.5302612297785475,2.820989742421873,sure,donchian:ADA
squeeze,DOGE,2024-03-22 06:00:00+00:00,2024-03-22 12:00:00+00:00,-1.0347022855922277,-5.504616159350651,sl,squeeze:DOGE
donchian,ICP,2024-03-22 04:00:00+00:00,2024-03-25 00:00:00+00:00,2.4784376405852306,13.185288247913427,tp,donchian:ICP
bb,LTC,2024-03-24 05:00:00+00:00,2024-03-25 14:00:00+00:00,-1.0523840499235309,-5.598683145593185,sl,bb:LTC
donchian,ICP,2024-03-25 00:00:00+00:00,2024-03-26 12:00:00+00:00,2.4787682203864376,13.187046932455848,tp,donchian:ICP
donchian,ADA,2024-03-26 04:00:00+00:00,2024-03-27 08:00:00+00:00,-1.0399729015070036,-5.532655836017259,sl,donchian:ADA
donchian,BNB,2024-03-25 12:00:00+00:00,2024-03-27 12:00:00+00:00,-1.036841781462076,-5.515998277378245,sl,donchian:BNB
donchian,ETH,2024-03-25 16:00:00+00:00,2024-03-27 16:00:00+00:00,-1.038550288491264,-5.525087534773525,sl,donchian:ETH
donchian,BCH,2024-03-23 08:00:00+00:00,2024-03-28 04:00:00+00:00,2.4779853281142343,13.182881945567726,tp,donchian:BCH
donchian,NEAR,2024-03-25 12:00:00+00:00,2024-03-29 04:00:00+00:00,-1.0252232574917992,-5.454187729856372,sl,donchian:NEAR
squeeze,TRX,2024-03-29 07:00:00+00:00,2024-03-29 11:00:00+00:00,-1.3138082943192608,-2.129858058651563,sl,squeeze:TRX
squeeze,XLM,2024-03-29 08:00:00+00:00,2024-03-31 08:00:00+00:00,0.0026819692550200946,0.014268076436706903,sure,squeeze:XLM
donchian,BCH,2024-03-28 04:00:00+00:00,2024-03-31 20:00:00+00:00,2.476308615429196,13.173961834083324,tp,donchian:BCH
bb,LTC,2024-03-31 20:00:00+00:00,2024-04-01 01:00:00+00:00,-1.0579849639786254,-5.628480008366287,sl,bb:LTC
donchian,BNB,2024-03-29 04:00:00+00:00,2024-04-01 04:00:00+00:00,-1.0476619551520059,-5.573561601408672,sl,donchian:BNB
donchian,SOL,2024-03-31 16:00:00+00:00,2024-04-01 12:00:00+00:00,-1.0395798892428807,-5.530565010772126,sl,donchian:SOL
donchian,BCH,2024-03-31 20:00:00+00:00,2024-04-01 12:00:00+00:00,-1.0258086677707534,-5.457302112540408,sl,donchian:BCH
donchian,NEAR,2024-04-02 00:00:00+00:00,2024-04-03 08:00:00+00:00,-1.0238422734521915,-5.446840894765659,sl,donchian:NEAR
squeeze,DOGE,2024-04-03 18:00:00+00:00,2024-04-04 13:00:00+00:00,-1.0356224936341216,-5.509511666133527,sl,squeeze:DOGE
squeeze,XLM,2024-04-03 19:00:00+00:00,2024-04-04 13:00:00+00:00,-1.081682004274505,-5.754548262740367,sl,squeeze:XLM
squeeze,XRP,2024-04-03 20:00:00+00:00,2024-04-04 13:00:00+00:00,-1.0806164377701426,-5.748879448937158,sl,squeeze:XRP
donchian,ADA,2024-04-01 12:00:00+00:00,2024-04-06 12:00:00+00:00,0.899657310653395,4.786176892676061,sure,donchian:ADA
donchian,ETH,2024-04-01 12:00:00+00:00,2024-04-06 12:00:00+00:00,0.8384626181179236,4.460621128387353,sure,donchian:ETH
donchian,SOL,2024-04-05 08:00:00+00:00,2024-04-07 00:00:00+00:00,-1.0251790224422996,-5.453952399393034,sl,donchian:SOL
bb,LTC,2024-04-06 08:00:00+00:00,2024-04-07 01:00:00+00:00,-1.0489480275501477,-5.580403506566786,sl,bb:LTC
squeeze,XRP,2024-04-07 03:00:00+00:00,2024-04-08 13:00:00+00:00,2.3471309653010772,7.810896449202241,tp,squeeze:XRP
bb,LTC,2024-04-07 01:00:00+00:00,2024-04-09 01:00:00+00:00,0.47903346680934766,2.54845804342573,sure,bb:LTC
donchian,ETH,2024-04-08 08:00:00+00:00,2024-04-09 12:00:00+00:00,-1.0498937201580114,-5.58543459124062,sl,donchian:ETH
donchian,NEAR,2024-04-05 16:00:00+00:00,2024-04-10 12:00:00+00:00,-1.022310041903166,-5.438689422924844,sl,donchian:NEAR
squeeze,XLM,2024-04-12 03:00:00+00:00,2024-04-12 12:00:00+00:00,-1.1416233415286428,-4.100823551756792,sl,squeeze:XLM
donchian,ICP,2024-04-10 00:00:00+00:00,2024-04-12 16:00:00+00:00,2.470753569695453,13.144408990779809,tp,donchian:ICP
donchian,SOL,2024-04-10 12:00:00+00:00,2024-04-12 16:00:00+00:00,2.468092237922861,13.13025070574962,tp,donchian:SOL
donchian,BNB,2024-04-10 16:00:00+00:00,2024-04-12 16:00:00+00:00,-1.0541028690716068,-5.6078272634609485,sl,donchian:BNB
squeeze,DOGE,2024-04-10 16:00:00+00:00,2024-04-12 16:00:00+00:00,-0.5124587112267017,-2.726280343726053,sure,squeeze:DOGE
donchian,NEAR,2024-04-12 12:00:00+00:00,2024-04-12 16:00:00+00:00,2.474419208551908,13.16391018949615,tp,donchian:NEAR
squeeze,XRP,2024-04-12 13:00:00+00:00,2024-04-12 17:00:00+00:00,2.3876542403586494,10.811795721566122,tp,squeeze:XRP
donchian,SOL,2024-04-12 16:00:00+00:00,2024-04-13 20:00:00+00:00,2.477869082677036,13.18226351984183,tp,donchian:SOL
donchian,BNB,2024-04-13 16:00:00+00:00,2024-04-15 08:00:00+00:00,-1.0274649748617453,-5.4661136662644845,sl,donchian:BNB
squeeze,TRX,2024-04-16 15:00:00+00:00,2024-04-16 20:00:00+00:00,-1.1113657804398354,-5.076779908705481,sl,squeeze:TRX
donchian,ADA,2024-04-12 16:00:00+00:00,2024-04-17 16:00:00+00:00,0.8287548248207022,4.408975668046136,sure,donchian:ADA
donchian,BCH,2024-04-12 16:00:00+00:00,2024-04-17 16:00:00+00:00,1.2956238554937527,6.892718911226765,sure,donchian:BCH
donchian,ETH,2024-04-12 16:00:00+00:00,2024-04-17 16:00:00+00:00,1.132942853484347,6.027255980536727,sure,donchian:ETH
donchian,ICP,2024-04-12 16:00:00+00:00,2024-04-17 16:00:00+00:00,0.9763488456426844,5.194175858819081,sure,donchian:ICP
donchian,NEAR,2024-04-12 16:00:00+00:00,2024-04-17 16:00:00+00:00,0.17724277809462458,0.9429315794634028,sure,donchian:NEAR
squeeze,XRP,2024-04-17 14:00:00+00:00,2024-04-17 18:00:00+00:00,-1.065019797848172,-5.665905324552275,sl,squeeze:XRP
squeeze,DOGE,2024-04-16 14:00:00+00:00,2024-04-18 14:00:00+00:00,-0.049965307672741016,-0.2658154368189822,sure,squeeze:DOGE
bb,LTC,2024-04-20 06:00:00+00:00,2024-04-20 17:00:00+00:00,-1.056032975045035,-5.618095427239586,sl,bb:LTC
bb,LTC,2024-04-20 17:00:00+00:00,2024-04-22 17:00:00+00:00,-0.08328822760239865,-0.44309337084476086,sure,bb:LTC
donchian,ICP,2024-04-20 12:00:00+00:00,2024-04-24 12:00:00+00:00,-1.0219527005131213,-5.436788366729806,sl,donchian:ICP
donchian,NEAR,2024-04-21 20:00:00+00:00,2024-04-26 20:00:00+00:00,0.9869301090727154,5.2504681802668465,sure,donchian:NEAR
donchian,BNB,2024-04-22 00:00:00+00:00,2024-04-27 00:00:00+00:00,0.043407823090285756,0.23092961884032023,sure,donchian:BNB
squeeze,XLM,2024-04-26 21:00:00+00:00,2024-04-27 00:00:00+00:00,-1.1124743785910292,-5.031755101368997,sl,squeeze:XLM
squeeze,DOGE,2024-04-27 01:00:00+00:00,2024-04-27 17:00:00+00:00,-1.0638860657724605,-5.65987386990949,sl,squeeze:DOGE
squeeze,XLM,2024-04-27 07:00:00+00:00,2024-04-27 17:00:00+00:00,-1.1052724671484968,-5.341185127322612,sl,squeeze:XLM
donchian,ICP,2024-04-26 20:00:00+00:00,2024-04-28 04:00:00+00:00,-1.0294448855475122,-5.476646791112765,sl,donchian:ICP
squeeze,TRX,2024-04-28 09:00:00+00:00,2024-04-28 22:00:00+00:00,2.2301080424355026,4.2035773282235676,tp,squeeze:TRX
donchian,NEAR,2024-04-27 16:00:00+00:00,2024-04-29 00:00:00+00:00,-1.0202257832774688,-5.427601167036134,sl,donchian:NEAR
donchian,ETH,2024-04-28 00:00:00+00:00,2024-04-29 00:00:00+00:00,-1.0524461724045686,-5.5990136371923045,sl,donchian:ETH
squeeze,XRP,2024-04-27 06:00:00+00:00,2024-04-29 06:00:00+00:00,1.480640422558169,7.877007048009459,sure,squeeze:XRP
squeeze,DOGE,2024-04-28 23:00:00+00:00,2024-04-29 06:00:00+00:00,2.392998759316335,11.377235311057836,tp,squeeze:DOGE
donchian,BCH,2024-04-29 00:00:00+00:00,2024-05-01 04:00:00+00:00,2.460851894166171,13.091732076964028,tp,donchian:BCH
donchian,SOL,2024-04-26 20:00:00+00:00,2024-05-01 20:00:00+00:00,0.506804045139586,2.6961975201425976,sure,donchian:SOL
donchian,ADA,2024-04-27 00:00:00+00:00,2024-05-02 00:00:00+00:00,0.5298683027422888,2.8188993705889764,sure,donchian:ADA
donchian,BCH,2024-05-01 04:00:00+00:00,2024-05-03 00:00:00+00:00,-1.0287324026750344,-5.472856382231183,sl,donchian:BCH
donchian,NEAR,2024-04-30 08:00:00+00:00,2024-05-03 16:00:00+00:00,-1.020131035996032,-5.427097111498891,sl,donchian:NEAR
donchian,BNB,2024-04-30 08:00:00+00:00,2024-05-03 20:00:00+00:00,-1.0475187217210171,-5.572799599555811,sl,donchian:BNB
donchian,ETH,2024-04-30 08:00:00+00:00,2024-05-04 08:00:00+00:00,-1.0399651233194525,-5.532614456059487,sl,donchian:ETH
squeeze,XRP,2024-05-02 19:00:00+00:00,2024-05-04 19:00:00+00:00,0.9653100524476151,5.135449479021313,sure,squeeze:XRP
