open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1772323200000,5106.2,5106.7,4997.1,5014.2,312.457,1772337599999,1573321.2552,10264,151.965,764812.3534,0
1772337600000,5013.5,5044.7,5005.8,5034.3,113.918,1772351999999,572298.5284,6212,58.662,294750.0340,0
1772352000000,5034.3,5055.2,5033.7,5045.0,77.333,1772366399999,389998.2414,4754,38.102,192151.6741,0
1772366400000,5044.5,5061.0,5023.9,5053.1,233.004,1772380799999,1174543.3621,7343,65.605,330922.5783,0
1772380800000,5053.0,5079.6,5039.4,5079.3,144.874,1772395199999,732117.6244,7359,67.464,341044.2518,0
1772395200000,5079.2,5115.1,5068.1,5082.4,239.980,1772409599999,1221866.5024,9126,94.594,481558.8862,0
1772409600000,5082.4,5100.0,5070.0,5086.9,118.455,1772423999999,602083.1514,5620,54.777,278457.6394,0
1772424000000,5086.8,5119.0,5082.0,5107.9,130.413,1772438399999,665801.3163,5289,70.405,359417.2748,0
1772438400000,5108.2,5122.4,5098.8,5111.5,190.691,1772452799999,974292.1428,9505,66.822,341314.9574,0
1772452800000,5111.6,5113.9,5060.0,5098.6,284.458,1772467199999,1447391.3535,8603,116.139,591166.6625,0
1772467200000,5098.6,5138.1,5088.9,5116.4,266.108,1772481599999,1359254.2072,7566,97.985,501227.2847,0
1772481600000,5116.5,5164.1,5110.5,5142.7,141.669,1772495999999,728575.7565,6251,86.388,444293.7719,0
1772496000000,5142.8,5162.4,5135.6,5146.6,159.052,1772510399999,818399.2938,6083,85.030,437500.6006,0
1772510400000,5146.1,5168.3,5141.2,5166.4,78.077,1772524799999,402324.2644,5280,46.373,238986.7224,0
1772524800000,5166.4,5179.0,5132.5,5151.6,198.269,1772539199999,1022213.4088,7789,92.901,479083.4714,0
1772539200000,5151.1,5186.9,5144.8,5173.9,311.615,1772553599999,1609033.3357,10345,159.662,824633.6279,0
1772553600000,5173.8,5217.4,5167.4,5207.1,248.481,1772567999999,1290396.1000,9161,131.161,681121.8028,0
1772568000000,5207.2,5219.9,5181.5,5188.5,75.771,1772582399999,394128.7862,5750,36.251,188599.9144,0
1772582400000,5188.4,5200.0,5178.8,5187.8,107.505,1772596799999,557931.7302,5319,65.316,339031.3827,0
1772596800000,5188.1,5230.5,5186.4,5223.1,209.117,1772611199999,1089600.3302,6537,101.618,529575.7247,0
1772611200000,5223.1,5247.2,5199.6,5239.2,442.028,1772625599999,2308784.4680,11837,263.228,1374712.8272,0
1772625600000,5239.2,5262.2,5201.9,5204.4,224.015,1772639999999,1172836.8614,9562,118.104,618350.1206,0
1772640000000,5204.5,5236.7,5172.3,5182.7,194.633,1772654399999,1012935.7478,9002,89.890,467900.7688,0
1772654400000,5182.8,5220.5,5170.4,5217.0,94.326,1772668799999,490020.5504,6453,56.745,294729.0115,0
1772668800000,5216.1,5252.4,5216.1,5239.0,88.361,1772683199999,462710.0596,6476,50.189,262850.0234,0
1772683200000,5239.0,5241.7,5220.2,5231.3,76.925,1772697599999,402376.6071,6374,37.367,195467.5104,0
1772697600000,5231.3,5237.0,5205.2,5220.0,92.570,1772711999999,483507.5532,6396,33.890,176982.9761,0
1772712000000,5220.0,5239.1,5212.5,5224.7,83.455,1772726399999,436248.0506,6471,45.957,240259.1808,0
1772726400000,5224.7,5233.5,5196.0,5202.4,68.649,1772740799999,358129.8740,5751,32.707,170622.2936,0
1772740800000,5201.9,5222.1,5187.7,5199.4,40.727,1772755199999,211865.5887,4073,22.792,118558.0882,0
1772755200000,5199.3,5215.0,5180.0,5200.0,60.606,1772769599999,315132.8018,4000,27.236,141619.7443,0
1772769600000,5200.1,5206.9,5183.2,5203.3,80.770,1772783999999,419430.3999,4230,41.421,215058.0723,0
1772784000000,5202.5,5223.0,5192.8,5214.0,85.592,1772798399999,445938.1824,4465,40.092,208852.9251,0
1772798400000,5213.9,5241.7,5193.9,5233.3,138.211,1772812799999,720948.7240,7642,68.917,359502.2413,0
1772812800000,5234.0,5242.5,5184.6,5187.2,81.937,1772827199999,427405.9351,4904,37.026,193282.1626,0
1772827200000,5187.2,5208.6,5186.3,5198.4,44.562,1772841599999,231648.5829,3406,15.891,82618.0633,0
1772841600000,5197.5,5211.8,5192.4,5197.5,176.967,1772855999999,920940.0863,4712,87.871,457330.0819,0
