symbol,side,entry_price,exit_price,sl_price,quantity,entry_time,exit_time,pnl_usdt,exit_reason,strategy_scores,giris,cikis,R,kol
XRP/USDT:USDT,long,0.5103075574999999,0.5005526386893074,0.5005646522409612,29440.628,2023-04-07T18:00:00+00:00,2023-04-09T16:00:00+00:00,-290.1669717754007,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 1.0, ""confidence"": 1.0, ""strategy"": ""squeeze"", ""atr"": 0.004467673879519374, ""slot"": ""XRP/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.5095, ""sl0"": 0.5005646522409612}",2023-04-07 18:00:00+00:00,2023-04-09 16:00:00+00:00,-1.0012330563968757,squeeze
DOGE/USDT:USDT,long,0.08383266449999999,0.08172024535493867,0.08172220668789919,177065.163,2023-04-08T06:00:00+00:00,2023-04-08T19:00:00+00:00,-376.9672055414612,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.8, ""confidence"": 0.8, ""strategy"": ""squeeze"", ""atr"": 0.0009888966560504043, ""slot"": ""DOGE/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.0837, ""sl0"": 0.08172220668789919}",2023-04-08 06:00:00+00:00,2023-04-08 19:00:00+00:00,-1.0009293400461594,squeeze
LTC/USDT:USDT,short,91.05,90.4521708,92.49821603820814,164.254,2023-04-08T07:00:00+00:00,2023-04-10T08:00:00+00:00,96.71012433054045,max_hold,"{""trend"": 0.0, ""mean_rev"": -0.6107080965897472, ""breakout"": 0.0, ""confidence"": 0.6107080965897472, ""strategy"": ""mean_rev"", ""atr"": 0.4827386794027169, ""slot"": ""LTC/USDT:USDT"", ""entry_fee_rate"": 0.0, ""intended_entry"": 91.05, ""sl0"": 92.49821603820814}",2023-04-08 07:00:00+00:00,2023-04-10 08:00:00+00:00,0.41280388024129144,mean_rev
BNB/USDT:USDT,long,312.34,311.6966883442282,311.7041692442901,47.648,2023-04-08T17:00:00+00:00,2023-04-08T19:00:00+00:00,-32.137686154835116,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.8, ""confidence"": 0.8, ""strategy"": ""asia_bo"", ""atr"": 0.6358307557098941, ""slot"": ""BNB/USDT:USDT:asia_bo"", ""entry_fee_rate"": 0.0, ""intended_entry"": 312.34, ""sl0"": 311.7041692442901, ""max_hold"": 6}",2023-04-08 17:00:00+00:00,2023-04-08 19:00:00+00:00,-1.011765552381171,asia_bo
SOL/USDT:USDT,short,20.263,20.02037779951072,20.384311100244645,793.577,2023-04-08T19:00:00+00:00,2023-04-09T00:00:00+00:00,190.9506268623834,tp_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.8, ""confidence"": 0.8, ""strategy"": ""asia_bo"", ""atr"": 0.12131110024464181, ""slot"": ""SOL/USDT:USDT:asia_bo"", ""entry_fee_rate"": 0.0, ""intended_entry"": 20.263, ""sl0"": 20.384311100244645, ""max_hold"": 6}",2023-04-08 19:00:00+00:00,2023-04-09 00:00:00+00:00,1.9999999999999707,asia_bo
ETH/USDT:USDT,short,1853.85,1857.83458696,1862.0352167699743,7.807,2023-04-08T20:00:00+00:00,2023-04-09T03:00:00+00:00,-32.55808185876057,max_hold,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.8, ""confidence"": 0.8, ""strategy"": ""asia_bo"", ""atr"": 8.185216769974481, ""slot"": ""ETH/USDT:USDT:asia_bo"", ""entry_fee_rate"": 0.0, ""intended_entry"": 1853.85, ""sl0"": 1862.0352167699743, ""max_hold"": 6}",2023-04-08 20:00:00+00:00,2023-04-09 03:00:00+00:00,-0.4868028632566761,asia_bo
NEAR/USDT:USDT,short,1.977,1.9914376662834827,1.9913898729265325,7291.011,2023-04-08T20:00:00+00:00,2023-04-09T03:00:00+00:00,-106.71714308026979,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.8, ""confidence"": 0.8, ""strategy"": ""asia_bo"", ""atr"": 0.014389872926532416, ""slot"": ""NEAR/USDT:USDT:asia_bo"", ""entry_fee_rate"": 0.0, ""intended_entry"": 1.977, ""sl0"": 1.9913898729265325, ""max_hold"": 6}",2023-04-08 20:00:00+00:00,2023-04-09 03:00:00+00:00,-1.0033213189021386,asia_bo
BCH/USDT:USDT,short,123.64,124.17679161001676,124.17381143854223,117.921,2023-04-08T21:00:00+00:00,2023-04-09T02:00:00+00:00,-64.76330858913123,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.8, ""confidence"": 0.8, ""strategy"": ""asia_bo"", ""atr"": 0.533811438542227, ""slot"": ""BCH/USDT:USDT:asia_bo"", ""entry_fee_rate"": 0.0, ""intended_entry"": 123.64, ""sl0"": 124.17381143854223, ""max_hold"": 6}",2023-04-08 21:00:00+00:00,2023-04-09 02:00:00+00:00,-1.0055828168138765,asia_bo
DOGE/USDT:USDT,long,0.08242,0.0836479924,0.0816538576842961,173962.496,2023-04-09T16:00:00+00:00,2023-04-09T22:00:00+00:00,212.16946161870155,max_hold,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.8, ""confidence"": 0.8, ""strategy"": ""asia_bo"", ""atr"": 0.0007661423157038864, ""slot"": ""DOGE/USDT:USDT:asia_bo"", ""entry_fee_rate"": 0.0, ""intended_entry"": 0.08242, ""sl0"": 0.0816538576842961, ""max_hold"": 6}",2023-04-09 16:00:00+00:00,2023-04-09 22:00:00+00:00,1.6028254474781074,asia_bo
XRP/USDT:USDT,short,0.5008049640000001,0.5065764944848703,0.5065643369407837,28613.978,2023-04-09T16:00:00+00:00,2023-04-09T21:00:00+00:00,-168.02896540947532,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.84, ""confidence"": 0.84, ""strategy"": ""squeeze"", ""atr"": 0.0024821684703918287, ""slot"": ""XRP/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.5016, ""sl0"": 0.5065643369407837}",2023-04-09 16:00:00+00:00,2023-04-09 21:00:00+00:00,-1.0021109145407958,squeeze
