symbol,side,entry_price,exit_price,sl_price,quantity,entry_time,exit_time,pnl_usdt,exit_reason,strategy_scores,giris,cikis,R,kol
XRP/USDT:USDT,long,0.5103075574999999,0.5005526386893074,0.5005646522409612,29440.628,2023-04-07T18:00:00+00:00,2023-04-09T16:00:00+00:00,-290.1669717754007,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 1.0, ""confidence"": 1.0, ""strategy"": ""squeeze"", ""atr"": 0.004467673879519374, ""slot"": ""XRP/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.5095, ""sl0"": 0.5005646522409612}",2023-04-07 18:00:00+00:00,2023-04-09 16:00:00+00:00,-1.0012330563968757,squeeze
DOGE/USDT:USDT,long,0.08383266449999999,0.08172024535493867,0.08172220668789919,177065.163,2023-04-08T06:00:00+00:00,2023-04-08T20:00:00+00:00,-376.9672055414612,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.8, ""confidence"": 0.8, ""strategy"": ""squeeze"", ""atr"": 0.0009888966560504043, ""slot"": ""DOGE/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.0837, ""sl0"": 0.08172220668789919}",2023-04-08 06:00:00+00:00,2023-04-08 20:00:00+00:00,-1.0009293400461594,squeeze
LTC/USDT:USDT,short,91.05,90.4521708,92.49821603820814,164.254,2023-04-08T07:00:00+00:00,2023-04-10T08:00:00+00:00,96.71012433054045,max_hold,"{""trend"": 0.0, ""mean_rev"": -0.6107080965897472, ""breakout"": 0.0, ""confidence"": 0.6107080965897472, ""strategy"": ""mean_rev"", ""atr"": 0.4827386794027169, ""slot"": ""LTC/USDT:USDT"", ""entry_fee_rate"": 0.0, ""intended_entry"": 91.05, ""sl0"": 92.49821603820814}",2023-04-08 07:00:00+00:00,2023-04-10 08:00:00+00:00,0.41280388024129144,mean_rev
XRP/USDT:USDT,short,0.5008049640000001,0.5065764944848703,0.5065643369407837,28749.222,2023-04-09T16:00:00+00:00,2023-04-09T21:00:00+00:00,-168.82315450816827,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.84, ""confidence"": 0.84, ""strategy"": ""squeeze"", ""atr"": 0.0024821684703918287, ""slot"": ""XRP/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.5016, ""sl0"": 0.5065643369407837}",2023-04-09 16:00:00+00:00,2023-04-09 21:00:00+00:00,-1.0021109145407958,squeeze
LTC/USDT:USDT,short,96.92,99.20387430888161,99.20149347303825,142.067,2023-04-16T10:00:00+00:00,2023-04-16T15:00:00+00:00,-325.87253112102735,sl_hit,"{""trend"": 0.0, ""mean_rev"": -0.6124920936539884, ""breakout"": 0.0, ""confidence"": 0.6124920936539884, ""strategy"": ""mean_rev"", ""atr"": 0.7604978243460845, ""slot"": ""LTC/USDT:USDT"", ""entry_fee_rate"": 0.0, ""intended_entry"": 96.92, ""sl0"": 99.20149347303825}",2023-04-16 10:00:00+00:00,2023-04-16 15:00:00+00:00,-1.0010435426931918,mean_rev
LTC/USDT:USDT,short,98.65,101.31187545384181,101.30944402718515,117.588,2023-04-16T15:00:00+00:00,2023-04-16T17:00:00+00:00,-314.1959169474364,sl_hit,"{""trend"": 0.0, ""mean_rev"": -0.7650646422088285, ""breakout"": 0.0, ""confidence"": 0.7650646422088285, ""strategy"": ""mean_rev"", ""atr"": 0.8864813423950475, ""slot"": ""LTC/USDT:USDT"", ""entry_fee_rate"": 0.0, ""intended_entry"": 98.65, ""sl0"": 101.30944402718515}",2023-04-16 15:00:00+00:00,2023-04-16 17:00:00+00:00,-1.000914261263558,mean_rev
XLM/USDT:USDT,long,0.10725973764999999,0.10597451144129988,0.10597705489061726,120749.15,2023-04-16T18:00:00+00:00,2023-04-17T02:00:00+00:00,-157.76475769112753,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": 0.96, ""confidence"": 0.96, ""strategy"": ""squeeze"", ""atr"": 0.000556472554691375, ""slot"": ""XLM/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.10709, ""sl0"": 0.10597705489061726}",2023-04-16 18:00:00+00:00,2023-04-17 02:00:00+00:00,-1.0019829137787792,squeeze
XRP/USDT:USDT,short,0.469055367,0.4693112632,0.48255142977408383,23228.939,2023-04-20T17:00:00+00:00,2023-04-22T18:00:00+00:00,-8.123923341386801,max_hold,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -1.0, ""confidence"": 1.0, ""strategy"": ""squeeze"", ""atr"": 0.006375714887041912, ""slot"": ""XRP/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.4698, ""sl0"": 0.48255142977408383}",2023-04-20 17:00:00+00:00,2023-04-22 18:00:00+00:00,-0.018960803923599532,squeeze
DOGE/USDT:USDT,short,0.0787350069,0.07781186744,0.0815289248074181,114989.252,2023-04-21T20:00:00+00:00,2023-04-23T21:00:00+00:00,104.35099519875443,max_hold,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.9199999999999999, ""confidence"": 0.9199999999999999, ""strategy"": ""squeeze"", ""atr"": 0.0013344624037090493, ""slot"": ""DOGE/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.07886, ""sl0"": 0.0815289248074181}",2023-04-21 20:00:00+00:00,2023-04-23 21:00:00+00:00,0.33041037374397625,squeeze
XLM/USDT:USDT,short,0.09212375205000001,0.09449187564804196,0.09448960789745242,145371.728,2023-04-21T21:00:00+00:00,2023-04-22T16:00:00+00:00,-346.9710831919624,sl_hit,"{""trend"": 0.0, ""mean_rev"": 0.0, ""breakout"": -0.88, ""confidence"": 0.88, ""strategy"": ""squeeze"", ""atr"": 0.0011098039487262088, ""slot"": ""XLM/USDT:USDT:squeeze"", ""entry_fee_rate"": 0.0001, ""intended_entry"": 0.09227, ""sl0"": 0.09448960789745242}",2023-04-21 21:00:00+00:00,2023-04-22 16:00:00+00:00,-1.0009585328674937,squeeze
