ts,open,high,low,close,volume
2026-02-19 20:00:00+00:00,1940.32,1951.8,1933.68,1949.25,3500479.0
2026-02-19 21:00:00+00:00,1949.25,1951.56,1944.37,1947.82,2982863.0
2026-02-19 22:00:00+00:00,1947.82,1947.95,1935.72,1942.98,2866109.0
2026-02-19 23:00:00+00:00,1942.98,1950.43,1941.16,1948.15,2478371.0
2026-02-20 00:00:00+00:00,1948.15,1963.59,1946.45,1956.64,3963814.0
2026-02-20 01:00:00+00:00,1956.64,1960.69,1948.79,1952.72,2808649.0
2026-02-20 02:00:00+00:00,1952.72,1955.81,1947.11,1948.62,2263185.0
2026-02-20 03:00:00+00:00,1948.62,1959.4,1948.62,1954.05,1927871.0
2026-02-20 04:00:00+00:00,1954.05,1955.26,1929.3,1938.12,3094550.0
2026-02-20 05:00:00+00:00,1938.12,1964.56,1935.18,1954.34,3023099.0
2026-02-20 06:00:00+00:00,1954.34,1959.33,1948.44,1957.49,2168332.0
2026-02-20 07:00:00+00:00,1957.49,1967.89,1955.81,1959.64,2928732.0
2026-02-20 08:00:00+00:00,1959.64,1965.32,1955.63,1958.81,1851001.0
2026-02-20 09:00:00+00:00,1958.81,1971.0,1958.81,1966.81,2712646.0
2026-02-20 10:00:00+00:00,1966.81,1972.65,1955.28,1956.59,2352011.0
2026-02-20 11:00:00+00:00,1956.59,1956.59,1939.45,1942.75,3455631.0
2026-02-20 12:00:00+00:00,1942.75,1950.88,1941.18,1948.74,2466948.0
2026-02-20 13:00:00+00:00,1948.74,1948.74,1921.7,1933.03,6120612.0
2026-02-20 14:00:00+00:00,1933.03,1953.43,1931.83,1942.64,4946816.0
2026-02-20 15:00:00+00:00,1942.64,1980.0,1934.67,1962.94,11588112.0
2026-02-20 16:00:00+00:00,1962.94,1972.87,1952.75,1967.71,4910916.0
2026-02-20 17:00:00+00:00,1967.71,1970.13,1937.82,1965.6,6235957.0
2026-02-20 18:00:00+00:00,1965.6,1980.52,1958.68,1974.49,5209442.0
2026-02-20 19:00:00+00:00,1974.49,1977.15,1960.6,1962.89,3788219.0
2026-02-20 20:00:00+00:00,1962.89,1970.34,1960.69,1970.07,2515059.0
2026-02-20 21:00:00+00:00,1970.07,1974.42,1966.23,1973.44,1974160.0
