coin,kol,yon,cikis,bar,giris,tf,adx14,atr_pct,atr_norm,er20,er50,kanal_konum,kanal_atr,ic_oran40,rvol20,ema200_atr,get20,btc_adx,btc_er20,btc_get20,btc_atr_pct,btc_ic40,R,slp,cikis_ts,eff,pnl_pct,ay,fund,f_yon,f_z,fz_yon,giris_ts,chop
NEAR,donchian,-1,sure,30,2025-03-28 16:00:00+00:00,4h,33.16712533963919,0.0259210870849158,0.8972233301586364,0.3775372124492565,0.0,0.015306122448979,5.5948289082051765,0.85,0.0172447236269454,-3.4915009140697,-0.0935613682092556,25.024714416811133,0.3606243736524053,-0.0407967651171339,0.0120306136509909,0.95,0.345818943870252,0.0518421741698316,2025-04-02 16:00:00+00:00,0.028,0.9682930428367056,2025-04,-7.782e-05,7.782e-05,-0.9046791278790453,0.9046791278790453,2025-03-28 16:00:00+00:00,37.008488518394316
SOL,donchian,-1,sl,28,2025-03-29 04:00:00+00:00,4h,30.123811952747168,0.025069674329536,0.9394446485927708,0.5444794952681399,0.0162363587969124,0.0444646098003631,6.9591532731178605,0.875,0.0147411050857257,-5.218102003910578,-0.12020335677972,28.173590569758,0.3766081991245255,-0.0420477098493987,0.0115032935920091,0.95,-1.0039888830898045,0.050139348659072,2025-04-02 20:00:00+00:00,0.028,-2.8111688726514523,2025-04,-4.899e-05,4.899e-05,-0.6404193754048099,0.6404193754048099,2025-03-29 04:00:00+00:00,39.808384792497534
BNB,donchian,-1,sure,30,2025-03-29 00:00:00+00:00,4h,18.103032029163053,0.0130929010005088,0.8152239194336149,0.2022287774500158,0.0931073000854191,0.1073713490959672,4.483170755559255,0.975,0.008487612429784,-0.6395039013845629,-0.029335784585638,27.224106117019453,0.3928835286835336,-0.0446872562056485,0.0117726133002676,0.95,0.7000672534549064,0.0261858020010177,2025-04-03 00:00:00+00:00,0.028,1.9601883096737376,2025-04,-0.00026164,0.00026164,-1.1795759218326514,1.1795759218326514,2025-03-29 00:00:00+00:00,48.56780315613419
ICP,donchian,-1,sure,30,2025-03-29 04:00:00+00:00,4h,29.626098206773275,0.0235057195068083,0.9580814890461168,0.4766600920447069,0.09705248023005,0.0230263157894735,7.094362332129142,0.925,0.0159471639551689,-5.338757415653332,-0.1170487568614787,28.173590569758,0.3766081991245255,-0.0420477098493987,0.0115032935920091,0.95,1.357054277810483,0.0470114390136167,2025-04-03 04:00:00+00:00,0.028,3.7997519778693527,2025-04,-0.00021448,0.00021448,-1.8352614470420088,1.8352614470420088,2025-03-29 04:00:00+00:00,33.60382441743594
ADA,donchian,-1,sure,30,2025-03-29 04:00:00+00:00,4h,23.24578624569197,0.0254618985906205,0.90341754445313,0.3355155482815058,0.0964325529542922,0.0597322348094739,5.585151182299276,0.925,0.01784537492068,-3.833887062582492,-0.0826279725916968,28.173590569758,0.3766081991245255,-0.0420477098493987,0.0115032935920091,0.95,0.9739054168523184,0.0509237971812411,2025-04-03 04:00:00+00:00,0.028,2.7269351671864914,2025-04,-3.3e-05,3.3e-05,-0.8201692328683493,0.8201692328683493,2025-03-29 04:00:00+00:00,45.41266794861059
ADA,donchian,-1,sl,6,2025-04-03 12:00:00+00:00,4h,26.526756280167778,0.0333737676331958,1.2593628315560796,0.096881959910913,0.3493013972055891,0.1145209580838322,6.375448431546762,0.875,0.0216282481644912,-4.696682573700751,-0.0269642026964201,25.047140090879104,0.0067689731080813,0.0013028862532677,0.0180532223682091,0.95,-1.002996365321981,0.0667475352663917,2025-04-04 12:00:00+00:00,0.028,-2.808389822901548,2025-04,-0.00016544,0.00016544,-1.844193323621612,1.844193323621612,2025-04-03 12:00:00+00:00,44.43894940279732
LTC,bb,1,sl,22,2025-04-05 12:00:00+00:00,1h,13.537629126947232,0.0080176307785672,0.6322888175994777,0.1470588235294122,0.0441666666666667,0.4142857142857151,5.258226174861353,1.0,0.0038417676174456,-3.3289912860740487,-0.0083612040133779,7.414514554572063,0.029713088577192,-0.0013951635928279,0.0062638925307877,1.0,-1.0083134156062334,0.0240575004875375,2025-04-06 10:00:00+00:00,0.028,-2.8232775636974536,2025-04,0.0001,0.0001,0.2541149472454118,0.2541149472454118,2025-04-05 12:00:00+00:00,39.63866476148709
BNB,donchian,-1,tp,3,2025-04-06 16:00:00+00:00,4h,38.41192827673783,0.0155772133206494,1.0557005719463866,0.4131115931549767,0.213961320610297,0.1054775916704392,7.614352628256758,0.975,0.0109782800839358,-5.824718537044756,-0.0578077571669476,19.115017163874345,0.2720602583616282,-0.0419646512075898,0.0162262884081707,0.975,2.4935803665301632,0.0311544266412989,2025-04-07 04:00:00+00:00,0.028,6.9820250262844565,2025-04,0.0,-0.0,0.060427358375363,-0.060427358375363,2025-04-06 16:00:00+00:00,27.224401499112524
NEAR,donchian,-1,sure,30,2025-04-02 20:00:00+00:00,4h,18.397339923096684,0.0437555852029637,1.4772090000082216,0.1954498448810754,0.2581087254454088,0.0735524256651019,5.965624972306967,0.85,0.0266868315827804,-3.80929631417767,-0.0716723549488055,27.627053289510982,0.0143537474034341,-0.0025985489721885,0.0187134016969817,0.95,1.5521379857525637,0.0875111704059275,2025-04-07 20:00:00+00:00,0.028,4.345986360107178,2025-04,-6.475e-05,6.475e-05,-0.8318117378578471,0.8318117378578471,2025-04-02 20:00:00+00:00,56.701059112568174
SOL,donchian,-1,sure,30,2025-04-03 08:00:00+00:00,4h,28.877406357942125,0.0366577524675701,1.3516349227803994,0.1959866220735785,0.3156049800556026,0.0241837968561067,5.850630219258033,0.9,0.0299243325532084,-5.277400280433717,-0.0706194263677993,24.722533629954928,0.1036637018212618,0.0192216130251461,0.0174012360407164,0.95,0.4913095614256043,0.0733155049351402,2025-04-08 08:00:00+00:00,0.028,1.3756667719916922,2025-04,-7.305e-05,7.305e-05,-0.7784323389231967,0.7784323389231967,2025-04-03 08:00:00+00:00,41.49697907774902
ETH,donchian,-1,tp,14,2025-04-06 16:00:00+00:00,4h,39.75664259342344,0.0271129699855319,1.226479597990651,0.4055323841027854,0.2377170459985202,0.0681159012192719,8.059314616624992,0.975,0.0201584933609697,-8.797057119246075,-0.0942822113241195,19.115017163874345,0.2720602583616282,-0.0419646512075898,0.0162262884081707,0.975,2.4963117282963325,0.0542259399710639,2025-04-09 00:00:00+00:00,0.028,6.989672839229731,2025-04,5.41e-05,-5.41e-05,-0.3143987273795456,0.3143987273795456,2025-04-06 16:00:00+00:00,31.3605892596486
NEAR,donchian,-1,sl,6,2025-04-08 16:00:00+00:00,4h,32.3650986653689,0.0568735247335434,1.344782466952452,0.52996254681648,0.2472952086553324,0.0221703617269543,7.947533083749515,0.85,0.0324624868310529,-7.376915222771246,-0.2298943948009749,25.183116136176647,0.3339945450037195,-0.0791134423211308,0.0247658896581424,0.925,-1.001758287366021,0.1137470494670868,2025-04-09 16:00:00+00:00,0.028,-2.8049232046248584,2025-04,-0.00053012,0.00053012,-3.426325685383859,3.426325685383859,2025-04-08 16:00:00+00:00,47.543314886203724
ICP,donchian,-1,sl,18,2025-04-06 16:00:00+00:00,4h,34.94096331937145,0.0285572401171951,1.0579348722868145,0.3247643530419892,0.2270891581236409,0.0489795918367347,7.386362828701379,0.95,0.017305318231204,-8.431639491983029,-0.0754228855721393,19.115017163874345,0.2720602583616282,-0.0419646512075898,0.0162262884081707,0.975,-1.0035017389491987,0.0571144802343903,2025-04-09 16:00:00+00:00,0.028,-2.8098048690577566,2025-04,-7.346e-05,7.346e-05,-0.8746387359639831,0.8746387359639831,2025-04-06 16:00:00+00:00,36.34255010465622
BCH,donchian,-1,sl,18,2025-04-06 16:00:00+00:00,4h,16.056906849596594,0.0285492045726796,1.2167978957587198,0.3323357027060725,0.1450140845070423,0.067178924259056,5.78852460428149,0.975,0.0206488231320206,-5.959841560845381,-0.0881632923117639,19.115017163874345,0.2720602583616282,-0.0419646512075898,0.0162262884081707,0.975,-1.0035027245591186,0.0570984091453593,2025-04-09 16:00:00+00:00,0.028,-2.8098076287655323,2025-04,-9.929e-05,9.929e-05,-0.4304095062073447,0.4304095062073447,2025-04-06 16:00:00+00:00,37.38982574057259
ADA,donchian,-1,sl,18,2025-04-06 16:00:00+00:00,4h,32.36891832850203,0.0312555938371017,1.0885483747272715,0.2729113924050628,0.1878934624697337,0.0532498042286611,6.9401539900172375,0.925,0.0217881331159875,-6.720222738527016,-0.0838779956427014,19.115017163874345,0.2720602583616282,-0.0419646512075898,0.0162262884081707,0.975,-1.0031994272935985,0.0625111876742034,2025-04-09 16:00:00+00:00,0.028,-2.808958396422076,2025-04,-9.33e-06,9.33e-06,-0.6371531483913806,0.6371531483913806,2025-04-06 16:00:00+00:00,35.93824362249628
DOGE,squeeze,-1,sl,24,2025-04-08 17:00:00+00:00,1h,21.66773345158344,0.0239146309185078,1.2762872600889286,0.1333141376331704,0.1542985158218986,0.5639513453741252,7.815182994085335,0.925,0.0153409960692375,-4.515913533659045,-0.0309099405834835,25.76899576519268,0.1968689171324778,-0.0238800505050504,0.0125314036166809,0.95,-1.0041815405949928,0.0478292618370156,2025-04-09 17:00:00+00:00,0.028,-2.81170831366598,2025-04,3.95e-05,-3.95e-05,-0.2726345554062753,0.2726345554062753,2025-04-08 17:00:00+00:00,38.818262833677
XLM,squeeze,-1,sl,25,2025-04-08 16:00:00+00:00,1h,20.42792926869387,0.0208936446909169,1.2020435780130174,0.2256554307116109,0.1705192629815748,0.5826539855072463,9.365302001835598,0.925,0.0128233982130636,-5.034790465951851,-0.0409654937956824,26.16804809591063,0.1549017410527818,-0.0192687628072959,0.0124845947487007,0.95,-1.0047861443744874,0.0417872893818338,2025-04-09 17:00:00+00:00,0.028,-2.813401204248565,2025-04,-0.0002252,0.0002252,-2.1672395398291937,2.1672395398291937,2025-04-08 16:00:00+00:00,46.55464107466182
XRP,squeeze,1,tp,4,2025-04-12 09:00:00+00:00,1h,26.75604054519003,0.0100084493202936,0.5362492802166787,0.3209802749551717,0.1431258228324245,0.9406657018813316,6.685872704819168,1.0,0.0052225272265204,3.178828931394117,0.0266951680254523,29.632706938222288,0.1099333632565666,0.0076843155734094,0.00701820403126,0.975,2.490008442187224,0.0200168986405872,2025-04-12 13:00:00+00:00,0.028,6.9720236381242255,2025-04,3.408e-05,3.408e-05,-0.3792909883659162,-0.3792909883659162,2025-04-12 09:00:00+00:00,44.849294172148625
LTC,bb,1,tp,12,2025-04-12 02:00:00+00:00,1h,24.300150489340524,0.0096386860843228,0.6231062146976101,0.1012658227848101,0.0192719486081369,0.6319875776397529,8.894313884436649,1.0,0.0061441783519196,-1.617791476079636,-0.0084477296726505,29.11699276323668,0.2222669697953896,0.0211071345297622,0.0084200802271163,0.975,1.660085473308185,0.0289246117506214,2025-04-12 14:00:00+00:00,0.028,4.648239325262918,2025-04,0.0001,0.0001,0.2541149472454118,0.2541149472454118,2025-04-12 02:00:00+00:00,55.753119992972856
BNB,donchian,1,sl,7,2025-04-12 12:00:00+00:00,4h,17.03361274096502,0.0141354952898374,0.8811530060707489,0.4318437468043771,0.0029413982954972,0.9868223326783032,10.219678366468887,0.925,0.0108665211241736,0.1515536103380485,0.0758686356940103,19.97858522647389,0.353028449214347,0.0943880770786165,0.0199748441893323,0.9,-1.0070743895385057,0.0282709905796749,2025-04-13 16:00:00+00:00,0.028,-2.819808290707816,2025-04,-0.00015552,-0.00015552,-0.6766362027695323,-0.6766362027695323,2025-04-12 12:00:00+00:00,38.24127766181049
BCH,donchian,1,tp,14,2025-04-11 16:00:00+00:00,4h,20.00156740641805,0.0302357194530408,1.210119976137255,0.2511126326600481,0.0373962293428506,0.935662039110315,7.103075789409172,0.9,0.0311085810430999,-0.0690204730431231,0.1038290041758087,17.9511291493975,0.1555364861938715,0.0485155041232174,0.0232329878974435,0.925,2.496692653530031,0.0604714389060816,2025-04-14 00:00:00+00:00,0.028,6.990739429884087,2025-04,-0.0001834,-0.0001834,-0.9169744186627112,-0.9169744186627112,2025-04-11 16:00:00+00:00,40.59318026789841
DOGE,squeeze,1,sure,48,2025-04-12 06:00:00+00:00,1h,30.40121320006432,0.0108856874794888,0.642089645590398,0.2853437094682242,0.1685552407932016,0.9019607843137256,8.908579900605329,0.95,0.0056738663378931,3.0975306700003027,0.0277375023639918,28.309922831402545,0.1255203844636944,0.010394791596102,0.0075294019795924,0.975,0.4528652081199757,0.0217713749589777,2025-04-14 06:00:00+00:00,0.028,1.2680225827359322,2025-04,9.133e-05,9.133e-05,0.3817386339161082,0.3817386339161082,2025-04-12 06:00:00+00:00,43.94764136511395
LTC,bb,-1,sure,48,2025-04-12 15:00:00+00:00,1h,25.24804473816186,0.0102792799293758,0.7604093784045917,0.3245227606461097,0.2979381443298969,0.8369905956112864,7.85553781965371,0.975,0.0059584295547412,3.3044471519749794,0.0287760416666666,35.630047686442474,0.2975921452505246,0.0136671895596365,0.0072939213062375,0.925,1.0690163374190027,0.0308324188269653,2025-04-14 15:00:00+00:00,0.028,2.9932457447732075,2025-04,4.64e-06,-4.64e-06,-0.6851073269803525,0.6851073269803525,2025-04-12 15:00:00+00:00,27.597172208664944
SOL,donchian,1,sure,30,2025-04-12 04:00:00+00:00,4h,18.47735414406359,0.0332151410157694,1.0811197358962374,0.3584618313344755,0.0540375515188521,0.9883879781420764,7.099916937160657,0.875,0.0327283786566779,-0.9292864284089448,0.1787714801101301,18.64212167180485,0.3223150592290411,0.0968216729141,0.020920720574912,0.925,1.2142565046398457,0.0664302820315389,2025-04-17 04:00:00+00:00,0.028,3.399918212991568,2025-04,5.911e-05,5.911e-05,-0.0203361935121401,-0.0203361935121401,2025-04-12 04:00:00+00:00,41.923186926981465
DOGE,squeeze,-1,sure,48,2025-04-15 17:00:00+00:00,1h,25.89423779825413,0.0132476481428996,0.9872115126814748,0.2469922151450813,0.1331304678585014,0.0494321977287903,7.274910811432179,0.925,0.0056311797752397,-2.4158482767125675,-0.0219745623976829,20.346004950931523,0.0589675066809837,-0.0027885980473907,0.0070519919621154,0.975,-0.8385503458372104,0.0264952962857993,2025-04-17 17:00:00+00:00,0.028,-2.347940968344189,2025-04,-4.331e-05,4.331e-05,-1.318141864065094,1.318141864065094,2025-04-15 17:00:00+00:00,51.86788992719078
XRP,squeeze,-1,sure,48,2025-04-17 23:00:00+00:00,1h,23.96495364109842,0.0105150830145218,0.8295638539395239,0.0132766861391393,0.0852635112453838,0.3281573498964801,4.446446620684765,1.0,0.0060153097222382,-0.6794714754906935,-0.0012085468432756,8.91859503475882,0.212791855704328,0.0114527821386627,0.0055261975708482,1.0,-0.4882166168884191,0.0210301660290436,2025-04-19 23:00:00+00:00,0.028,-1.3670065272875735,2025-04,-2.363e-05,2.363e-05,-0.8338352036167177,0.8338352036167177,2025-04-17 23:00:00+00:00,59.79438660973889
LTC,bb,1,tp,27,2025-04-19 16:00:00+00:00,1h,14.274285275209197,0.0066302289149592,0.6452543062730756,0.3006993006993037,0.0547845142439738,0.2852112676056342,5.711215578278356,0.95,0.0036944060103315,-2.300014717916351,-0.0169091624066064,24.896367969687965,0.126444916253836,0.0038068902820129,0.0033591241426601,0.975,1.6569446401917352,0.0198898899506001,2025-04-20 19:00:00+00:00,0.028,4.639444992536858,2025-04,-3.641e-05,-3.641e-05,-1.0894180899519088,-1.0894180899519088,2025-04-19 16:00:00+00:00,32.7846400340919
LTC,bb,-1,sl,5,2025-04-20 20:00:00+00:00,1h,17.795300139478634,0.0073260225705744,0.8452663091215595,0.2868852459016424,0.0496338486574452,0.7892271662763484,7.514876059169938,0.95,0.0042903205145777,2.404315568355313,0.0183823529411766,26.684389044095944,0.0059804046316335,-0.0002208750411203,0.003403229209108,0.95,-1.0090996888324917,0.0219787735252969,2025-04-21 01:00:00+00:00,0.028,-2.8254791287309766,2025-04,0.0001,-0.0001,0.2541149472454118,-0.2541149472454118,2025-04-20 20:00:00+00:00,39.303554744793225
SOL,donchian,1,sure,30,2025-04-19 00:00:00+00:00,4h,20.85260391966121,0.0243640377039913,0.815050052760172,0.3438089252042731,0.3325257419745605,0.978873239436619,4.621270396072886,0.925,0.0155932030554409,2.867675565182068,0.0856092025980121,16.53833650562087,0.1594574845390223,0.0106574453816346,0.0097898114286894,0.975,1.325768216782517,0.0487280754079827,2025-04-24 00:00:00+00:00,0.028,3.712151006991048,2025-04,-5.659e-05,-5.659e-05,-0.6840144927256636,-0.6840144927256636,2025-04-19 00:00:00+00:00,56.58818056701266
BNB,donchian,1,sl,20,2025-04-21 00:00:00+00:00,4h,11.26894550187746,0.0076528697061211,0.5631732709892155,0.2862244897959187,0.0481425953689819,0.9608488840102434,5.933227063886319,0.975,0.0046735532625907,1.702371757690888,0.018995056544999,17.716916273056643,0.3886042692939254,0.0279080188679246,0.0091386271083381,0.975,-1.0130669936690553,0.0153057394122422,2025-04-24 08:00:00+00:00,0.0229586091183634,-2.325860911836339,2025-04,-0.00021758,-0.00021758,-0.970760203571051,-0.970760203571051,2025-04-21 00:00:00+00:00,47.2864959370034
ADA,donchian,1,tp,12,2025-04-22 12:00:00+00:00,4h,16.42711912253163,0.0204617894013387,0.7076480224648474,0.2132231404958681,0.0555762775083925,0.8563535911602215,5.392931673537396,0.975,0.0122850552664938,0.0099296538660045,0.0409328891004283,30.25471308285816,0.558430374792053,0.0669989257348151,0.0117954790520561,0.925,2.495112841890875,0.0409235788026775,2025-04-24 12:00:00+00:00,0.028,6.98631595729445,2025-04,-3.138e-05,-3.138e-05,-0.8076434172007241,-0.8076434172007241,2025-04-22 12:00:00+00:00,47.60235252707763
BCH,donchian,1,tp,22,2025-04-21 16:00:00+00:00,4h,24.82493637019696,0.0181687304347776,0.7056896663406239,0.2380952380952383,0.0068108179593994,0.9386737089201884,5.421400080745433,0.975,0.0104951077102247,3.811144127594091,0.0391962515768606,22.625830771940564,0.3398648229676927,0.0323823253120956,0.0108512335411365,0.95,2.494496038104646,0.0363374608695553,2025-04-25 08:00:00+00:00,0.028,6.984588906693008,2025-04,-6.26e-06,-6.26e-06,0.1077563932781235,0.1077563932781235,2025-04-21 16:00:00+00:00,57.4183627886439
NEAR,donchian,1,tp,19,2025-04-22 20:00:00+00:00,4h,29.73260898195238,0.0260502346835494,0.8582680540833504,0.4713804713804712,0.2574955908289238,0.9533073929961088,8.217870983595065,0.95,0.0152093495685519,0.5724062832638787,0.1320132013201318,35.824646515492695,0.6500377809961566,0.0969930578310507,0.0130591383783514,0.9,2.496161262989959,0.0521004693670988,2025-04-26 00:00:00+00:00,0.028,6.989251536371885,2025-04,-0.0001148,-0.0001148,-1.1108486828127797,-1.1108486828127797,2025-04-22 20:00:00+00:00,47.39212523219514
DOGE,squeeze,1,sl,3,2025-04-26 01:00:00+00:00,1h,25.186246065726,0.016119179600512,1.2516292021447588,0.3051224944320713,0.1749859786876056,0.977107180020812,6.240805903023014,0.95,0.0129890857408655,6.690341144797763,0.0608550805108272,21.41874065573577,0.2696427502842444,0.0193473593817088,0.0062395699812004,0.95,-1.0062037896765412,0.032238359201024,2025-04-26 04:00:00+00:00,0.028,-2.8173706110943155,2025-04,9.774e-05,9.774e-05,0.4626672880460807,0.4626672880460807,2025-04-26 01:00:00+00:00,50.66382476597838
SOL,donchian,1,sl,8,2025-04-25 04:00:00+00:00,4h,33.11511935552707,0.0225544086061141,0.91232653566177,0.5430091634643802,0.3418641849643736,0.9919642857142854,6.4153087664209805,0.85,0.0137779764465589,6.0326722920174936,0.1346379360891234,39.59763406336418,0.4814240178194253,0.0716609063397133,0.012697621007987,0.9,-1.004433722991649,0.0451088172122282,2025-04-26 12:00:00+00:00,0.028,-2.812414424376617,2025-04,0.0001,0.0001,0.2142170100733479,0.2142170100733479,2025-04-25 04:00:00+00:00,59.62004821202795
ICP,donchian,1,sure,30,2025-04-22 20:00:00+00:00,4h,18.33375176339427,0.0222553230289847,0.8955674543049152,0.2495274102079395,0.1154529307282418,0.9685185185185196,4.760419482533583,0.975,0.0143884328568628,-0.8136890727102247,0.0546244568590936,35.824646515492695,0.6500377809961566,0.0969930578310507,0.0130591383783514,0.9,-0.3306701975259105,0.0445106460579694,2025-04-27 20:00:00+00:00,0.028,-0.9258765530725492,2025-04,6.644e-05,6.644e-05,0.0783545790254927,0.0783545790254927,2025-04-22 20:00:00+00:00,46.78306825541014
ETH,donchian,1,sure,30,2025-04-22 20:00:00+00:00,4h,17.444338813301776,0.0225880156894192,0.8658497555730258,0.3846829167527368,0.1955658957164359,0.9050429184549356,6.110694260596587,0.95,0.0173679471014248,0.0605520276059909,0.0927299887962156,35.824646515492695,0.6500377809961566,0.0969930578310507,0.0130591383783514,0.9,0.432339234609324,0.0451760313788384,2025-04-27 20:00:00+00:00,0.028,1.2105498569061073,2025-04,8.105e-05,8.105e-05,-0.0629359769329625,-0.0629359769329625,2025-04-22 20:00:00+00:00,35.69172229835142
XLM,squeeze,1,sl,6,2025-04-28 09:00:00+00:00,1h,22.40996658188703,0.0127226883542279,1.046444613369863,0.1278688524590165,0.0584141188168032,0.6714042069357584,4.783480715159517,0.975,0.0069406499547801,4.441654235836122,0.0136779714516186,17.89519857545101,0.1603755508718166,0.0071220101597135,0.0040915964502794,0.95,-1.0078599740256,0.0254453767084558,2025-04-28 15:00:00+00:00,0.028,-2.82200792727168,2025-04,0.0001,0.0001,0.298376494646288,0.298376494646288,2025-04-28 09:00:00+00:00,44.16718524717376
LTC,bb,1,sure,48,2025-04-27 05:00:00+00:00,1h,17.6746330540074,0.0090249485784373,0.8866901925500343,0.2542372881355919,0.0592592592592593,0.0956521739130429,4.5047566134454495,0.975,0.0060864606407085,3.093214171585426,-0.0207708285252711,17.91032634443974,0.0973196324688731,-0.00379929532623,0.0044855564304933,0.975,0.3495106963350209,0.0270749204812853,2025-04-29 05:00:00+00:00,0.028,0.9786299497380586,2025-04,7.91e-05,7.91e-05,0.0482661056837667,0.0482661056837667,2025-04-27 05:00:00+00:00,40.78260531319925
XLM,squeeze,-1,sl,2,2025-04-30 13:00:00+00:00,1h,32.950326635657724,0.0115562386102312,0.9902550150926273,0.4087638979725344,0.3241379310344848,0.0416898276820441,5.8186996475187724,0.95,0.0077858249254714,-2.638671734402907,-0.0446364805027853,14.678951932776377,0.4042444759928643,-0.023330076996607,0.0056850678049375,0.975,-1.0086533346509026,0.0231124772204625,2025-04-30 15:00:00+00:00,0.028,-2.824229337022527,2025-04,0.0001,-0.0001,0.298376494646288,-0.298376494646288,2025-04-30 13:00:00+00:00,39.18401394748624
ICP,donchian,-1,sure,30,2025-04-29 20:00:00+00:00,4h,18.2837161882434,0.0247827602328093,1.0676432242164362,0.3856209150326794,0.0205382436260622,0.0826833073322931,5.29364595304876,0.975,0.013725735900451,-2.359092970488085,-0.0779392338177015,26.821270617583625,0.0135013890540374,-0.0013241452425125,0.0108175127009002,0.975,1.1727895052992028,0.0495655204656186,2025-05-04 20:00:00+00:00,0.028,3.283810614837768,2025-05,8.871e-05,-8.871e-05,0.2300569458933671,-0.2300569458933671,2025-04-29 20:00:00+00:00,59.541225084629566
BNB,donchian,-1,sl,5,2025-05-04 12:00:00+00:00,4h,19.332959867195008,0.0069237683595744,0.7615253357095497,0.251741755689737,0.1176208708040247,0.0560828300258825,5.685081856938362,0.975,0.0043086209319048,-2.3127470885363457,-0.0180748003268137,16.771143564059035,0.0572615396560428,0.0046589393200791,0.0081478278760308,0.95,-1.0144430019617483,0.0138475367191488,2025-05-05 08:00:00+00:00,0.0207713050787233,-2.1071305078723386,2025-05,-3.106e-05,3.106e-05,-0.0867768224962961,0.0867768224962961,2025-05-04 12:00:00+00:00,48.49980771033087
LTC,bb,1,sure,48,2025-05-03 10:00:00+00:00,1h,14.147478088751818,0.0072538322598305,0.7127450594091885,0.4151515151515138,0.034035656401945,0.0087912087912101,7.255692861665098,0.925,0.0043729051532964,1.1402128355097303,-0.0307209328400044,18.207690280954992,0.5476233076877258,-0.018798220085761,0.003711229069939,0.95,0.6446724744748208,0.021759696498908,2025-05-05 10:00:00+00:00,0.028,1.8050829285294985,2025-05,2.219e-05,2.219e-05,-0.5122533954297844,-0.5122533954297844,2025-05-03 10:00:00+00:00,56.10786298130588
XRP,squeeze,-1,tp,33,2025-05-04 17:00:00+00:00,1h,20.05009221764672,0.0067175162723354,0.8730566042080445,0.1227272727272733,0.1256863941427704,0.1276595744680885,3.53966653646946,0.975,0.0039711486128912,-2.254101402809754,-0.0073955717872631,32.99618900663164,0.3137907087247347,-0.0089217144240791,0.0031521853133554,0.95,2.485113545550786,0.0134350325446708,2025-05-06 02:00:00+00:00,0.0201525488170062,5.008137204251565,2025-05,-5.081e-05,5.081e-05,-1.0479144233449589,1.0479144233449589,2025-05-04 17:00:00+00:00,57.32416657837669
DOGE,squeeze,-1,sl,8,2025-05-06 10:00:00+00:00,1h,31.77248801386496,0.0108368837074093,1.1678710746369527,0.2343670564311139,0.2092798453359115,0.0350318471337575,5.253557257404857,0.925,0.006335558292963,-5.138550241115716,-0.0271064855647674,17.23385745303221,0.0129138617942044,0.0006010249393382,0.0043593684450889,0.925,-1.0092277450510638,0.0216737674148186,2025-05-06 18:00:00+00:00,0.028,-2.825837686142979,2025-05,1.705e-05,-1.705e-05,-0.5560742254870685,0.5560742254870685,2025-05-06 10:00:00+00:00,47.11674629350243
ICP,donchian,-1,sl,4,2025-05-06 08:00:00+00:00,4h,38.21977874983427,0.0201247403191821,0.8167742940568579,0.6631892697466474,0.2440874609549306,0.0375203915171297,6.803667716519363,0.95,0.0083186693353137,-6.270301449140235,-0.0904104022754976,25.92575595651361,0.3398929789327559,-0.0261880258089709,0.0091128099241167,0.95,-1.0049690082164524,0.0402494806383643,2025-05-07 00:00:00+00:00,0.028,-2.813913223006067,2025-05,4.423e-05,-4.423e-05,-0.0729390701947806,0.0729390701947806,2025-05-06 08:00:00+00:00,56.92913373088347
ADA,donchian,-1,sl,16,2025-05-05 08:00:00+00:00,4h,14.3777255397466,0.0249206827470502,1.0564430105429583,0.3181242078580493,0.1014783262340267,0.0119225037257827,4.06053778209891,0.975,0.0153228679077847,-0.99460621797473,-0.0703771204261881,22.574777037269456,0.3855140186915907,-0.0316212456854361,0.0089839347909186,0.95,-1.0040127311524727,0.0498413654941005,2025-05-08 00:00:00+00:00,0.028,-2.8112356472269235,2025-05,-3.318e-05,3.318e-05,-0.821560990164752,0.821560990164752,2025-05-05 08:00:00+00:00,47.815410563341594
NEAR,donchian,-1,sl,23,2025-05-04 12:00:00+00:00,4h,19.74432676034559,0.0245760050506554,0.9049427304153492,0.2483221476510059,0.2131147540983604,0.0174825174825171,4.947860289137556,0.975,0.014592668179513,-1.5735564592148474,-0.0592,16.771143564059035,0.0572615396560428,0.0046589393200791,0.0081478278760308,0.95,-1.004069009580436,0.0491520101013109,2025-05-08 08:00:00+00:00,0.028,-2.8113932268252206,2025-05,-0.00014282,0.00014282,-1.2670647706776588,1.2670647706776588,2025-05-04 12:00:00+00:00,39.10511371110074
ETH,donchian,1,tp,3,2025-05-08 00:00:00+00:00,4h,14.554652627614356,0.0179955642101867,1.0278722540632108,0.1935860677498142,0.1085337798287525,0.9619230769230764,4.561327515793835,0.975,0.0149590823588002,3.3059341524661847,0.0398997581501221,27.939478812238768,0.2772077755392542,0.0373030668758773,0.0110856432663917,0.95,2.4944430750360467,0.0359911284203734,2025-05-08 12:00:00+00:00,0.028,6.984440610100931,2025-05,4.564e-05,4.564e-05,-0.3933365703768774,-0.3933365703768774,2025-05-08 00:00:00+00:00,44.17454435964354
