ts,open,high,low,close,volume
2026-02-19 20:00:00+00:00,0.2839,0.28464,0.2839,0.28456,82485.0
2026-02-19 21:00:00+00:00,0.28456,0.28487,0.28437,0.28473,144030.0
2026-02-19 22:00:00+00:00,0.28473,0.28518,0.2843,0.28474,167719.0
2026-02-19 23:00:00+00:00,0.28474,0.28527,0.28445,0.2848,66533.0
2026-02-20 00:00:00+00:00,0.2848,0.28546,0.28451,0.28482,119977.0
2026-02-20 01:00:00+00:00,0.28482,0.28504,0.28326,0.28339,91562.0
2026-02-20 02:00:00+00:00,0.28339,0.28363,0.28314,0.28332,33473.0
2026-02-20 03:00:00+00:00,0.28332,0.28365,0.28288,0.2832,35207.0
2026-02-20 04:00:00+00:00,0.2832,0.28385,0.2832,0.28375,20680.0
2026-02-20 05:00:00+00:00,0.28375,0.28377,0.28317,0.28328,16784.0
2026-02-20 06:00:00+00:00,0.28328,0.28375,0.28321,0.28375,12652.0
2026-02-20 07:00:00+00:00,0.28375,0.28375,0.28309,0.28325,78948.0
2026-02-20 08:00:00+00:00,0.28325,0.28349,0.28258,0.28317,41703.0
2026-02-20 09:00:00+00:00,0.28317,0.28347,0.28284,0.28345,31998.0
2026-02-20 10:00:00+00:00,0.28345,0.28559,0.28341,0.28505,131660.0
2026-02-20 11:00:00+00:00,0.28505,0.28522,0.28453,0.28483,43477.0
2026-02-20 12:00:00+00:00,0.28483,0.28502,0.28454,0.28488,109604.0
2026-02-20 13:00:00+00:00,0.28488,0.28491,0.2842,0.28467,116163.0
2026-02-20 14:00:00+00:00,0.28467,0.28621,0.28452,0.28588,186171.0
2026-02-20 15:00:00+00:00,0.28588,0.28753,0.2852,0.286,186380.0
2026-02-20 16:00:00+00:00,0.286,0.2868,0.28456,0.28558,190355.0
2026-02-20 17:00:00+00:00,0.28558,0.28588,0.28483,0.28563,94382.0
2026-02-20 18:00:00+00:00,0.28563,0.28572,0.28498,0.28498,46471.0
2026-02-20 19:00:00+00:00,0.28498,0.2851,0.28462,0.2851,46775.0
2026-02-20 20:00:00+00:00,0.2851,0.28546,0.28508,0.28546,53450.0
2026-02-20 21:00:00+00:00,0.28546,0.2858,0.28515,0.28548,36881.0
2026-02-20 22:00:00+00:00,0.28548,0.2855,0.28502,0.28548,38751.0
2026-02-20 23:00:00+00:00,0.28548,0.28566,0.28511,0.28524,21352.0
2026-02-21 00:00:00+00:00,0.28524,0.28555,0.28491,0.2852,12473.0
2026-02-21 01:00:00+00:00,0.2852,0.28523,0.2849,0.2851,19205.0
2026-02-21 02:00:00+00:00,0.2851,0.28513,0.28468,0.28474,2599.0
2026-02-21 03:00:00+00:00,0.28474,0.28474,0.28432,0.28454,25680.0
2026-02-21 04:00:00+00:00,0.28454,0.28457,0.28437,0.28457,45436.0
2026-02-21 05:00:00+00:00,0.28457,0.28457,0.28427,0.28433,7428.0
2026-02-21 06:00:00+00:00,0.28433,0.28473,0.28431,0.28465,58264.0
2026-02-21 07:00:00+00:00,0.28465,0.28509,0.28465,0.28508,11313.0
2026-02-21 08:00:00+00:00,0.28508,0.28529,0.28489,0.28522,50558.0
2026-02-21 09:00:00+00:00,0.28522,0.28681,0.28501,0.28644,220668.0
2026-02-21 10:00:00+00:00,0.28644,0.28671,0.28638,0.28658,23943.0
2026-02-21 11:00:00+00:00,0.28658,0.28663,0.28563,0.2861,58412.0
2026-02-21 12:00:00+00:00,0.2861,0.2861,0.28588,0.28606,59746.0
2026-02-21 13:00:00+00:00,0.28606,0.28618,0.28563,0.28594,36629.0
2026-02-21 14:00:00+00:00,0.28594,0.2862,0.28561,0.28597,132984.0
2026-02-21 15:00:00+00:00,0.28597,0.28738,0.28597,0.28722,95514.0
2026-02-21 16:00:00+00:00,0.28722,0.28759,0.28713,0.28745,62089.0
2026-02-21 17:00:00+00:00,0.28745,0.28768,0.28699,0.28747,55080.0
2026-02-21 18:00:00+00:00,0.28747,0.28837,0.28739,0.28837,93244.0
2026-02-21 19:00:00+00:00,0.28837,0.28894,0.28831,0.28893,31384.0
2026-02-21 20:00:00+00:00,0.28893,0.28925,0.28882,0.28899,63599.0
2026-02-21 21:00:00+00:00,0.28899,0.28953,0.28898,0.28953,198971.0
2026-02-21 22:00:00+00:00,0.28953,0.28958,0.2886,0.28863,88414.0
2026-02-21 23:00:00+00:00,0.28863,0.289,0.28851,0.289,31545.0
2026-02-22 00:00:00+00:00,0.289,0.2892,0.28859,0.28915,33913.0
2026-02-22 01:00:00+00:00,0.28915,0.2895,0.28914,0.28939,55380.0
2026-02-22 02:00:00+00:00,0.28939,0.28954,0.28837,0.28874,25876.0
2026-02-22 03:00:00+00:00,0.28874,0.2889,0.28834,0.28879,14808.0
2026-02-22 04:00:00+00:00,0.28879,0.2888,0.28762,0.28771,10885.0
2026-02-22 05:00:00+00:00,0.28771,0.28793,0.28732,0.2879,67621.0
2026-02-22 06:00:00+00:00,0.2879,0.28849,0.28777,0.28842,9488.0
2026-02-22 07:00:00+00:00,0.28842,0.28848,0.28764,0.28766,25170.0
2026-02-22 08:00:00+00:00,0.28766,0.28767,0.28719,0.28733,15376.0
2026-02-22 09:00:00+00:00,0.28733,0.28901,0.28733,0.28899,34489.0
2026-02-22 10:00:00+00:00,0.28899,0.28925,0.28891,0.28908,63453.0
2026-02-22 11:00:00+00:00,0.28908,0.28923,0.28819,0.28859,23298.0
2026-02-22 12:00:00+00:00,0.28859,0.28884,0.28808,0.28864,26580.0
2026-02-22 13:00:00+00:00,0.28864,0.28921,0.28864,0.28864,143675.0
2026-02-22 14:00:00+00:00,0.28864,0.28927,0.28846,0.28924,95557.0
2026-02-22 15:00:00+00:00,0.28924,0.28951,0.28903,0.28935,121118.0
2026-02-22 16:00:00+00:00,0.28935,0.28973,0.28907,0.28965,76768.0
2026-02-22 17:00:00+00:00,0.28965,0.29049,0.28965,0.2904,174396.0
2026-02-22 18:00:00+00:00,0.2904,0.29086,0.2897,0.29019,113847.0
2026-02-22 19:00:00+00:00,0.29019,0.29035,0.28971,0.29035,35006.0
2026-02-22 20:00:00+00:00,0.29035,0.29039,0.28993,0.29015,16394.0
2026-02-22 21:00:00+00:00,0.29015,0.29104,0.29014,0.29104,76084.0
2026-02-22 22:00:00+00:00,0.29104,0.29112,0.29039,0.29045,84501.0
2026-02-22 23:00:00+00:00,0.29045,0.29071,0.29011,0.29045,73561.0
2026-02-23 00:00:00+00:00,0.29045,0.2905,0.2895,0.28974,118175.0
2026-02-23 01:00:00+00:00,0.28974,0.28978,0.28678,0.28678,208130.0
2026-02-23 02:00:00+00:00,0.28678,0.28766,0.28638,0.28744,41561.0
2026-02-23 03:00:00+00:00,0.28744,0.28775,0.28692,0.2871,41952.0
2026-02-23 04:00:00+00:00,0.2871,0.28711,0.28616,0.28663,177197.0
2026-02-23 05:00:00+00:00,0.28663,0.2875,0.28648,0.28698,221555.0
2026-02-23 06:00:00+00:00,0.28698,0.28769,0.28693,0.28742,290314.0
2026-02-23 07:00:00+00:00,0.28742,0.2879,0.28717,0.28764,159776.0
2026-02-23 08:00:00+00:00,0.28764,0.28769,0.28686,0.28705,209245.0
2026-02-23 09:00:00+00:00,0.28705,0.28879,0.28695,0.28802,448761.0
2026-02-23 10:00:00+00:00,0.28802,0.28821,0.28767,0.28794,81365.0
2026-02-23 11:00:00+00:00,0.28794,0.28825,0.28664,0.28664,92531.0
2026-02-23 12:00:00+00:00,0.28664,0.28689,0.28422,0.28429,110105.0
2026-02-23 13:00:00+00:00,0.28429,0.28506,0.28388,0.2846,57910.0
2026-02-23 14:00:00+00:00,0.2846,0.28492,0.28419,0.28429,84815.0
2026-02-23 15:00:00+00:00,0.28429,0.28432,0.28341,0.28344,64865.0
2026-02-23 16:00:00+00:00,0.28344,0.28344,0.28235,0.28279,198303.0
2026-02-23 17:00:00+00:00,0.28279,0.28282,0.28138,0.28164,88602.0
2026-02-23 18:00:00+00:00,0.28164,0.28227,0.28138,0.28199,79530.0
2026-02-23 19:00:00+00:00,0.28199,0.28222,0.28185,0.282,60918.0
2026-02-23 20:00:00+00:00,0.282,0.28201,0.28057,0.28077,100667.0
2026-02-23 21:00:00+00:00,0.28077,0.28146,0.28077,0.28119,130047.0
2026-02-23 22:00:00+00:00,0.28119,0.28137,0.28084,0.2809,11575.0
2026-02-23 23:00:00+00:00,0.2809,0.28162,0.28089,0.28159,43550.0
2026-02-24 00:00:00+00:00,0.28159,0.28223,0.28113,0.28222,48368.0
2026-02-24 01:00:00+00:00,0.28222,0.28224,0.28125,0.2818,73966.0
2026-02-24 02:00:00+00:00,0.2818,0.28248,0.28158,0.28246,16438.0
2026-02-24 03:00:00+00:00,0.28246,0.28246,0.28157,0.28173,41878.0
2026-02-24 04:00:00+00:00,0.28173,0.28187,0.28133,0.2818,47456.0
2026-02-24 05:00:00+00:00,0.2818,0.28189,0.28086,0.28099,35154.0
2026-02-24 06:00:00+00:00,0.28099,0.28183,0.28089,0.2816,14406.0
2026-02-24 07:00:00+00:00,0.2816,0.28163,0.2808,0.28108,14746.0
2026-02-24 08:00:00+00:00,0.28108,0.28109,0.28058,0.28092,18067.0
2026-02-24 09:00:00+00:00,0.28092,0.28096,0.28013,0.28032,71905.0
2026-02-24 10:00:00+00:00,0.28032,0.28042,0.27984,0.28001,162045.0
2026-02-24 11:00:00+00:00,0.28001,0.28043,0.2799,0.28035,79738.0
2026-02-24 12:00:00+00:00,0.28035,0.28135,0.2802,0.28108,103994.0
2026-02-24 13:00:00+00:00,0.28108,0.28126,0.28017,0.28066,50447.0
2026-02-24 14:00:00+00:00,0.28066,0.28067,0.27983,0.28032,56910.0
2026-02-24 15:00:00+00:00,0.28032,0.28157,0.28005,0.28156,54719.0
2026-02-24 16:00:00+00:00,0.28156,0.2824,0.28152,0.28208,157762.0
2026-02-24 17:00:00+00:00,0.28208,0.2823,0.2818,0.28196,34965.0
2026-02-24 18:00:00+00:00,0.28196,0.28234,0.2819,0.28219,21871.0
2026-02-24 19:00:00+00:00,0.28219,0.28256,0.28211,0.28253,32376.0
2026-02-24 20:00:00+00:00,0.28253,0.2832,0.28252,0.28309,70426.0
2026-02-24 21:00:00+00:00,0.28309,0.28332,0.28258,0.2833,49585.0
2026-02-24 22:00:00+00:00,0.2833,0.2835,0.2828,0.28309,48803.0
2026-02-24 23:00:00+00:00,0.28309,0.28369,0.28277,0.28369,67225.0
2026-02-25 00:00:00+00:00,0.28369,0.28416,0.28337,0.28408,219481.0
2026-02-25 01:00:00+00:00,0.28408,0.28548,0.28391,0.28502,97824.0
2026-02-25 02:00:00+00:00,0.28502,0.2858,0.28494,0.28579,24461.0
2026-02-25 03:00:00+00:00,0.28579,0.28631,0.28558,0.28601,126573.0
2026-02-25 04:00:00+00:00,0.28601,0.28678,0.28586,0.28668,65985.0
2026-02-25 05:00:00+00:00,0.28668,0.28675,0.28564,0.2862,99731.0
2026-02-25 06:00:00+00:00,0.2862,0.2865,0.28594,0.28595,58098.0
2026-02-25 07:00:00+00:00,0.28595,0.28628,0.28586,0.28628,19852.0
2026-02-25 08:00:00+00:00,0.28628,0.28724,0.28607,0.28659,127013.0
2026-02-25 09:00:00+00:00,0.28659,0.28678,0.28596,0.28661,73804.0
2026-02-25 10:00:00+00:00,0.28661,0.28665,0.28578,0.28605,50892.0
2026-02-25 11:00:00+00:00,0.28605,0.28607,0.28491,0.28541,128507.0
2026-02-25 12:00:00+00:00,0.28541,0.28562,0.285,0.2855,127839.0
2026-02-25 13:00:00+00:00,0.2855,0.28588,0.28541,0.28554,63607.0
2026-02-25 14:00:00+00:00,0.28554,0.28609,0.28553,0.28601,68153.0
2026-02-25 15:00:00+00:00,0.28601,0.28613,0.2845,0.28453,153128.0
2026-02-25 16:00:00+00:00,0.28453,0.28524,0.2845,0.28491,135609.0
2026-02-25 17:00:00+00:00,0.28491,0.28521,0.28434,0.28507,128301.0
2026-02-25 18:00:00+00:00,0.28507,0.28592,0.2846,0.28588,170802.0
2026-02-25 19:00:00+00:00,0.28588,0.28644,0.28575,0.28635,44083.0
2026-02-25 20:00:00+00:00,0.28635,0.2864,0.28517,0.28526,153188.0
2026-02-25 21:00:00+00:00,0.28526,0.28618,0.28494,0.28594,106598.0
2026-02-25 22:00:00+00:00,0.28594,0.2862,0.28574,0.28596,59271.0
2026-02-25 23:00:00+00:00,0.28596,0.28597,0.28477,0.28513,97268.0
2026-02-26 00:00:00+00:00,0.28513,0.28623,0.28468,0.28552,102862.0
2026-02-26 01:00:00+00:00,0.28552,0.28588,0.28538,0.28567,107749.0
2026-02-26 02:00:00+00:00,0.28567,0.28568,0.28497,0.28531,43035.0
